trajectory_id,distwall,zone_area_mean,zone_area_min,zone_area_max,pct_small_zone,pct_large_zone,passage_width_mean,n_points,duration,speed,nb_items,nb_stops,length,curvature,avg_observation_time,stop_intensity
201902181020,186.9480682976089,1198047.3060621133,323760.68074737914,3300738.02835025,0.32587064676616917,0.25870646766169153,3.1578611228378417,402,3704.0,17.244834308869148,116.0,56,63729.78957966487,0.0387827998289052,11.438786285714285,0.9071274297909213
201902181200,167.64951226778817,1677845.4319034752,282555.01348953205,3300738.02835025,0.11234177215189874,0.555379746835443,3.4438660208133176,632,2948.0,32.33411159824665,95.0,42,95257.54412785216,0.1749055236637031,16.366055653846153,0.8548168249486808
201902181210,171.2666852720773,1667628.3036753957,282555.01348953205,3300738.02835025,0.11251980982567353,0.5404120443740095,3.5110856956165137,631,2948.0,32.79373720971958,96.0,39,96566.81895780108,0.1445223443731352,16.362285629629625,0.7937584803094894
201902181410,166.74566364087696,1323993.2244573869,282555.01348953205,3300738.02835025,0.286634460547504,0.3526570048309179,3.1361292864495742,621,3696.0,24.98819984089513,237.0,79,92159.27819107928,0.0298003360989065,9.13915685074627,1.2824675324467132
201902181600,209.2523252087157,1505832.2211173165,282555.01348953205,3300738.02835025,0.1493411420204978,0.45241581259150804,3.35456957931008,683,4836.0,18.14853408873108,196.0,92,87735.32479363261,0.1118750200912407,10.032274465116233,1.1414392059411733
201902181610,162.55242036635985,1356463.1125961735,282555.01348953205,3300738.02835025,0.2890625,0.40625,3.4499937357152834,128,1026.0,61.32404419016667,51.0,6,62672.58991812715,0.0109033845267428,6.556555099999999,0.350877192961937
201902201020,157.1591888123026,1776437.40094155,282555.01348953205,3300738.02835025,0.09171597633136094,0.5976331360946746,3.1622127718356428,338,674.0,37.91136387000431,9.0,11,25413.725523225214,0.3881174985177794,26.06397175,0.9792284865597126
201902201210,210.50493509833743,1556712.0807524298,282555.01348953205,3300738.02835025,0.16173570019723865,0.4911242603550296,3.6138791500710683,507,2942.0,34.20752638991848,189.0,50,100696.86340253722,0.0264327659932859,9.919159024999994,1.019714479924819
201902201400,177.87362560536272,1343023.9258330027,282555.01348953205,3300738.02835025,0.19227539882451722,0.42149454240134343,2.9919842067738833,1191,4594.0,19.690566404199487,187.0,79,90188.7237463006,0.2696652686593996,18.15668323529413,1.0317805833561369
201902201410,179.87984872203717,1376159.4276226696,282555.01348953205,3300738.02835025,0.09507829977628636,0.28859060402684567,2.9093588100937553,894,4530.0,25.929521497964387,201.0,73,117468.83766066958,0.0408750923687004,50.70715169491527,0.9668874172057366
201902201600,160.46273808569958,1140324.6794323549,282555.01348953205,3300738.02835025,0.2198952879581152,0.2582897033158813,2.7242955328463014,573,2662.0,35.58923845797393,164.0,38,94571.11440846548,0.0198136175775403,13.593557314814817,0.8564988730084937
201902201610,167.0322792204622,1280002.8864092173,282555.01348953205,3300738.02835025,0.14784394250513347,0.26078028747433263,2.9961461873978217,487,2632.0,33.0320308427837,196.0,33,86894.12683203378,0.0241111873092423,9.869145079999988,0.7522796352412094
201902211210,158.7641260774725,1418780.7738370886,282555.01348953205,3300738.02835025,0.2235897435897436,0.518974358974359,2.8641491101526397,975,3992.0,26.614098841603337,271.0,74,105978.69586781888,0.0296897472440679,17.31547883516485,1.1122244488810789
201902211400,190.22298481146623,1300786.2909142154,282555.01348953205,3300738.02835025,0.18683274021352314,0.34519572953736655,2.748119266334668,562,3086.0,25.623708334962167,211.0,61,78996.64467276337,0.0326418643015968,12.645295539682564,1.1860012961532211
201902211600,226.64502482821592,1479010.4591191332,282555.01348953205,3300738.02835025,0.17142857142857143,0.5714285714285714,3.096885611708599,280,1550.0,33.39456111783569,76.0,22,51768.378348156446,0.0740232364891776,9.307678875000002,0.8516129031928408
201902211610,222.63775427448172,1516025.3879774525,282555.01348953205,3300738.02835025,0.17028985507246377,0.5905797101449275,2.914128461345104,276,1560.0,32.95252353821152,61.0,25,51230.06318333809,0.0267649227165762,9.777832076923085,0.9615384615014793
