trajectory_id,H2_min_width,H2_pct_narrow,H3_mean_connectivity,H3_pct_low_connectivity,H4_mean_depth,H4_max_depth,H5_pct_corridor,H5_mean_aspect_ratio,H6_mean_exhibit_density,H7_pct_start,H7_pct_mid,H7_pct_end,H7_mean_t_norm,H8_n_returns,H8_pct_path_revisit,H9_width_std,H9_width_range,H10_mean_dist_to_exit,H10_mean_path_remaining,H11_mean_dist_to_staircase,H11_min_dist_to_staircase,H11_pct_near_staircase,H12_n_turns,H12_turns_per_length,H12_turns_per_minute
201902181020,0.2282562719074999,0.2736318407960199,5.689054726368159,0.0,0.3900658795093395,0.9999999999999631,0.03233830845771144,1.458202470939133,19.462756629820777,0.9601990049751243,0.0,0.03980099502487562,0.1394445160805046,6,0.9651741293532339,1.7344871315134727,9.763157197062148,4389.424903711223,16532.799701673524,1018.790344581149,63.29823860091911,0.1791044776119403,52,0.0019184031040007036,0.842332613377284
201902181200,0.6069157056387837,0.1661392405063291,5.9604430379746836,0.0,0.44938797663674834,0.9999999999999755,0.08069620253164557,1.5609951222511578,9.893717036369337,0.7436708860759493,0.0,0.2563291139240506,0.3606414131872284,12,0.9794303797468354,1.6927675070184156,10.114840776893148,3647.049749149259,22362.425910461265,1195.8870234310182,63.54781881395638,0.056962025316455694,83,0.0020436422292524556,1.6892808683509646
201902181210,0.6172807393154698,0.1410459587955626,5.985736925515056,0.0,0.44762604668700373,0.9999999999999755,0.08874801901743265,1.5732689632645007,10.324374929116532,0.7448494453248812,0.0,0.2551505546751189,0.35980126739877905,14,0.9793977812995246,1.7715398140635097,10.104169855417906,3633.9787232295653,22431.49394954909,1189.2732192885865,65.43279580406734,0.06973058637083994,78,0.0019207444878756392,1.5875169606189787
201902181410,0.6058875069313872,0.24154589371980675,5.526570048309178,0.0,0.4706344477387853,0.9999999999999717,0.10950080515297907,1.547690577794902,18.346003413815392,0.8357487922705314,0.0,0.1642512077294686,0.2768942008072443,11,0.9774557165861514,1.7340077360177544,9.866461334666052,3941.534311192896,18644.253498798767,1119.5355835787343,30.752520971354375,0.10466988727858294,82,0.002328222757119988,1.3311688311472214
201902181600,0.3314286605943977,0.13616398243045388,5.878477306002928,0.0,0.596495287764436,0.9999999999999732,0.13177159590043924,1.6787458510204447,12.613155684796247,0.05124450951683748,0.0,0.9487554904831625,0.8221834290648345,7,0.9795021961932651,1.5714671958866224,10.421585504735779,3887.039304531437,15049.80967973639,1134.7973651695934,214.94573647591258,0.08345534407027819,104,0.0027883734721907126,1.2903225806291523
201902181610,0.59639795183206,0.2734375,5.046875,0.0,0.3263528429275262,0.9999999999999555,0.0625,1.400632259296356,17.042292022415346,0.921875,0.0,0.078125,0.1825657894736842,5,0.9140625,2.0709074528604905,9.314086347901238,3790.5466739629446,15129.494535850568,1231.8702098109911,4.341548774681124,0.0625,35,0.0015583898352761136,2.0467836256112992
201902201020,0.32593677892104983,0.257396449704142,5.650887573964497,0.0,0.4788127411016962,0.9999999999999606,0.038461538461538464,1.4195479184041915,8.1015006692196,0.33136094674556216,0.33727810650887574,0.33136094674556216,0.5,6,0.9615384615384616,1.7945369810831007,9.986043687385814,3502.6609474827314,13245.309943843156,1167.5135510059158,64.29048921011727,0.10355029585798817,52,0.002046138412586377,4.629080118282278
201902201210,0.6172807393154698,0.14201183431952663,5.682445759368837,0.0,0.3737184177618851,0.9999999999999714,0.13214990138067062,1.6249257703681297,13.11374861543856,0.9585798816568047,0.021696252465483234,0.01972386587771203,0.1849310201033257,8,0.9704142011834319,1.7087393768542616,9.580437952680988,3825.683805830564,21803.68890784246,1095.0922988933364,62.293778160218665,0.09467455621301775,97,0.0027861942872998754,1.9782460910541488
201902201400,0.6432182947044961,0.2401343408900084,5.938706968933669,0.0,0.4321226599942509,0.9999999999999795,0.06801007556675064,1.520320480890782,12.13437165248363,0.6372795969773299,0.3518052057094878,0.0109151973131822,0.26429391529198637,17,0.9882451721242653,1.6228406071257506,10.07823230002888,5111.071566575791,27497.03609407413,1207.806649976921,9.410932792027335,0.04617968094038623,144,0.0029739327788295133,1.8807139747251105
201902201410,0.08851086537022475,0.1767337807606264,6.574944071588367,0.0,0.3931459254766685,0.9999999999999822,0.15771812080536912,1.7560851181296422,11.494747863603783,0.8366890380313199,0.1465324384787472,0.016778523489932886,0.2072936574958887,26,0.9843400447427293,1.1799675320509033,9.613313734177076,4064.562119525442,34070.79532239762,998.077442230364,15.102500995466173,0.13758389261744966,149,0.0026539226997302433,1.9735099337486952
201902201600,0.39472683760037713,0.20418848167539266,5.872600349040139,0.0,0.3860083926099245,0.9999999999999761,0.2181500872600349,1.8205968808510644,14.87886506589783,0.7678883071553229,0.15532286212914484,0.07678883071553229,0.2586647051187746,16,0.9773123909249564,1.2906798556842245,10.326723757133,4113.692173526892,25654.54567189248,1040.9743814343974,44.542512944566695,0.11518324607329843,100,0.002393305323908936,2.253944402653931
201902201610,0.5479975990878732,0.16632443531827515,6.24435318275154,0.0,0.40525614638193186,0.9999999999999707,0.1806981519507187,1.8200697419362006,14.53357258108335,0.893223819301848,0.049281314168377825,0.057494866529774126,0.22091241582045026,10,0.973305954825462,1.388957927977416,10.232412276877877,4350.61403679716,20264.119552965727,986.8593897315699,27.640703032958616,0.11704312114989733,72,0.0021131713790265238,1.6413373859808207
201902211210,0.3669331292410685,0.26153846153846155,5.6,0.0,0.4249651746369568,0.9999999999999788,0.10564102564102563,1.5276804325889757,14.480507671790582,0.6758974358974359,0.27487179487179486,0.04923076923076923,0.26919531370433175,17,0.9856410256410256,1.3788514128540035,9.542482706186806,4146.0141180990595,27076.95633365805,1288.939910173441,46.62439480464682,0.10153846153846154,137,0.0029094766082259603,2.0591182364419973
201902211400,0.5148838517199703,0.23665480427046262,5.610320284697509,0.0,0.5250456408273395,0.9999999999999729,0.15302491103202848,1.6889011927076893,14.911510009138226,0.08718861209964412,0.005338078291814947,0.9074733096085409,0.7627224775879129,9,0.9750889679715302,1.1232786669422516,7.891956356509359,3931.00540638076,17497.277253311542,1113.9450383755434,94.82549919457519,0.10676156583629894,88,0.0023887135696658924,1.7109526895325158
