trajectory_id,duration,speed,nb_items,nb_stops,length,distwall,curvature,avg_observation_time,stop_intensity,item_density,item_time_density,normalized_curvature,path_efficiency,avg_time_between_stops,observation_time_ratio,duration_norm,speed_norm,nb_items_norm,nb_stops_norm,length_norm,distwall_norm,curvature_norm,stop_intensity_norm,item_density_norm,item_time_density_norm,normalized_curvature_norm,path_efficiency_norm,avg_time_between_stops_norm,avg_observation_time_norm,observation_time_ratio_norm,behavior_type
201902181020,3704.0,17.244834308869148,116.0,56,63729.78957966487,186.9480682976089,0.0387827998289052,11.438786285714285,0.9071274298056156,1.8201848894384816,1.8790496760259177,2.471619672406391,17.20566673317086,64.98245614035088,0.3582341277383523,0.2542285252190234,-1.335632108403863,-0.6239144297765731,-0.053038674693948,-1.1704188329263807,0.0705938924499745,-0.3926649997339105,-0.5158978818423509,0.1904376175991938,-0.9083718951989588,-0.52397846634064,-1.334530942820687,0.3426543303843316,-0.3486258186657028,-0.7152317112033516,Медленный
201902181200,2948.0,32.33411159824665,95.0,42,95257.54412785216,167.64951226778817,0.1749055236637031,16.366055653846153,0.8548168249660787,0.9972963387812468,1.9335142469470827,16.66107063860029,32.3125997719987,68.55813953488372,0.5274000295506732,-0.5436362744074696,1.0514030155440903,-1.0483918496029672,-0.8486187951031718,0.6232450049285588,-0.7393189966030855,2.02194325097394,-0.860746676799086,-1.698045924515276,-0.8431680653838176,2.1298833160935344,1.0567773345932885,0.675974774045634,0.6646408873943801,0.1584406786612349,Быстрый
201902181210,2948.0,32.79373720971958,96.0,39,96566.81895780108,171.2666852720773,0.1445223443731352,16.362285629629625,0.7937584803256446,0.994130292745288,1.9538670284938944,13.956063064437528,32.75672284864351,73.7,0.532828840042213,-0.5436362744074696,1.1241130902157452,-1.0281786391350436,-1.019100249476577,0.6977317214723501,-0.5875151500571759,1.4829922710715906,-1.2632634635174933,-1.7053118244086571,-0.8188021467361901,1.62396407796595,1.127078512644562,1.1552921582686255,0.6638656019909972,0.1864782547061258,Быстрый
201902181410,3696.0,24.98819984089513,237.0,79,92159.27819107928,166.74566364087696,0.0298003360989065,9.13915685074627,1.2824675324675323,2.5716347247057847,3.847402597402597,2.7463774647267867,24.93486964044353,46.2,0.5860335967605157,0.2457855114663621,-0.1106771189739825,1.8218840368421736,1.2539858088354912,0.4469797538668784,-0.7772512984580602,-0.5520001233864563,1.958468119065952,1.9149732737260248,1.4480984988734285,-0.4725903466591727,-0.1110591208123066,-1.408221215063293,-0.8215323656061843,0.4612589667541959,Исследователь
201902181600,4836.0,18.14853408873108,196.0,92,87735.32479363261,209.2523252087157,0.1118750200912407,10.032274465116233,1.141439205955335,2.2339918437758457,2.431761786600497,9.815391223999177,18.142126714977792,52.0,0.4066016946159598,1.4489149712205978,-1.1926721061012309,0.9931424076573092,1.9927387777869128,0.1952940457322394,1.0066486483157682,0.9038788331839684,1.028762782993473,1.1401016058202886,-0.2466766723202708,0.8495316649627088,-1.1862967181632906,-0.8675529399605612,-0.6378674843861827,-0.4654330975750773,Исследователь
201902201210,2942.0,34.20752638991848,189.0,50,100696.86340253722,210.50493509833743,0.0264327659932859,9.919159024999994,1.0197144799456153,1.8769204284394607,3.8545207341944256,2.6616966265771413,34.227349898890964,57.68627450980392,0.6372267354605706,-0.5499685347219656,1.347766242468975,0.8516499343818446,-0.3940015834407582,0.9326964842795008,1.0592176018163475,-0.6117356497761357,0.2263131609779325,0.3206425300029058,1.4566201813566535,-0.4884282561459637,1.359867168634957,-0.3374860035853337,-0.6611290722653479,0.7256504981064599,Активный обходчик
201902201400,4594.0,19.690566404199487,187.0,79,90188.7237463006,177.87362560536272,0.2696652686593996,18.15668323529413,1.0317805833696123,2.073429939268549,2.442316064431868,24.320766419094525,19.63185105491959,57.425,0.7390726523726604,1.193513805202593,-0.9487316423735784,0.8112235134459975,1.2539858088354912,0.3348717937924728,-0.3102381286642914,3.702835725468261,0.3058569024114838,0.7716209483723191,-0.2340413146207756,3.562480951150486,-0.9504851119284684,-0.3618416654032648,1.0328739137779224,1.251642820869314,Исследователь
201902201600,2662.0,35.58923845797393,164.0,38,94571.11440846548,160.46273808569958,0.0198136175775403,13.593557314814817,0.8564988730277986,1.7341447335775462,3.6964688204357614,1.8737958947711464,35.52633899641829,68.25641025641026,0.837469346216991,-0.8454740160651112,1.5663449838082288,0.3463196726837563,-1.0759274009343789,0.5841929321584861,-1.0409302172453472,-0.7291491860841226,-0.8496580600850806,-0.0070197636884233,1.2674037804490963,-0.6357898168908839,1.5654868912619015,0.6478479725731794,0.0944913685316742,1.7598213234207611,Активный обходчик
201902201610,2632.0,33.0320308427837,196.0,33,86894.12683203378,167.0322792204622,0.0241111873092423,9.869145079999988,0.7522796352583586,2.255618499727464,4.468085106382978,2.0951205681202243,33.01448587843229,77.41176470588235,0.73493633574468,-0.877135317637591,1.1618097446696762,0.9931424076573092,-1.360063158223387,0.1474369627962823,-0.7652227481483483,-0.6529168933425102,-1.5367057183246795,1.189733580652097,2.1911664419473107,-0.5943953264690746,1.1678803660161867,1.5012979205301094,-0.6714141737122045,1.2302804446759512,Активный обходчик
201902211210,3992.0,26.614098841603337,271.0,74,105978.69586781888,158.7641260774725,0.0296897472440679,17.31547883516485,1.1122244488977957,2.5571177091856523,4.073146292585171,3.146480693571486,26.54776950596665,53.22666666666667,,0.5581770203148303,0.146530562232496,2.509133192751574,0.9698500515464824,1.2331882898758697,-1.1122167817342965,-0.5539617999809806,0.8361694494399731,1.8816575290015487,1.718354065631335,-0.397758792528627,0.1442501990312527,-0.7532047070652708,0.8598847086098258,-2.565363819147026,Исследователь
201902211400,3086.0,25.623708334962167,211.0,61,78996.64467276337,190.22298481146623,0.0326418643015968,12.645295539682564,1.18600129617628,2.670999519967574,4.102397926117952,2.578597755689802,25.59839425559409,49.774193548387096,0.8646005699523723,-0.3979942871740621,-0.0101434043491473,1.296340564676162,0.2310970825950604,-0.3018632922389223,0.2080340766299309,-0.5015957731828713,1.3225308088189265,2.1430099627376644,1.753373501246592,-0.5039702893181249,-0.0060284107138801,-1.0750396528754027,-0.1005136156864382,1.8999429485644577,Исследователь
201902211600,1550.0,33.39456111783569,76.0,22,51768.378348156446,226.64502482821592,0.0740232364891776,9.307678875000002,0.8516129032258065,1.468077664880273,2.941935483870968,3.832062913126806,33.39895377300416,67.3913043478261,0.4563765125806452,-2.019052927685032,1.219159906870806,-1.4324428484935143,-1.985161824259206,-1.8509224426229407,1.736577435500389,0.2324462728094658,-0.881867987758073,-0.6176289159632082,0.3640924638423033,-0.2695339263566348,1.2287385995389437,0.5672039519912165,-0.786876708759297,-0.2083666101778267,Быстрый
201902211610,1560.0,32.95252353821152,61.0,25,51230.06318333809,222.6377542744817,0.0267649227165762,9.777832076923085,0.9615384615384616,1.1907071006666152,2.3461538461538463,1.3711686818673596,32.83978409188339,60.0,0.3823383055719924,-2.008499160494205,1.1492321556318092,-1.7356410055123672,-1.8146803698858007,-1.881548044044312,1.5684021551127258,-0.6058436991745726,-0.1572023786459717,-1.2541789629484703,-0.3491646839817925,-0.729796495113654,1.1402264519371572,-0.1218035949912758,-0.6901922065201141,-0.5907435346380697,Быстрый
201902211700,2442.0,31.077762845205942,117.0,33,75687.19831001882,189.0561956161632,0.0266743422759554,9.095961333333348,0.8108108108108107,1.545836054345171,2.8746928746928746,2.018906233629555,30.99393870189141,71.82352941176471,0.4358015872235878,-1.077656894263297,0.8526560150136163,-0.6037012193086495,-1.360063158223387,-0.4901429318530527,0.1590668064039337,-0.6074504572022857,-1.1508488654249658,-0.4391777288024403,0.2835910374834917,-0.6086497405447374,0.8480436939564722,0.9803700692648004,-0.8304152937303568,-0.3146276475110406,Быстрый
201902211710,2444.0,34.520007493071326,102.0,36,84252.69885470674,188.44186349341936,0.0387314876227558,6.628446583333324,0.8837970540098199,1.210643710961691,2.504091653027823,3.263232362874846,34.473281037114056,66.05405405405405,0.2766372960310962,-1.0755461408251317,1.3971989193620526,-0.9068993763275024,-1.189581703849982,-0.0028380539667568,0.1332847995221381,-0.3935751995362648,-0.6696994294204642,-1.2084255490776252,-0.1600848894178447,-0.3759226556733128,1.3987961269480174,0.4425472606611557,-1.3378465616569857,-1.1366458271647797,Быстрый
201902221020,4686.0,16.733707464784157,112.0,57,78392.78867121338,182.797976948808,0.0818763669871237,20.71488548648647,0.7298335467349553,1.4287028424226411,1.4340588988476313,6.4185167343883,16.72914824396359,80.79310344827586,0.4951060978417593,1.2906084633581982,-1.4164893758677228,-0.7047672716482672,0.0037884767638536,-0.3362176155573326,-0.1035752251227384,0.3717487578026339,-1.6846777519597695,-0.7079919476587236,-1.441105421116908,0.2142121301067391,-1.4099600590187535,1.8165018145625127,1.55895458338092,-0.0083442123361988,Медленный
201902221200,3392.0,21.62541733376934,143.0,63,73122.57164734762,186.9216302820116,0.0538143118044021,11.2015367142857,1.11438679245283,1.9556204982731489,2.529481132075472,3.935040870570097,21.55736192433597,53.0,0.4722345961506058,-0.0750490111347673,-0.6426495789378467,-0.0781577471426378,0.3447513855106638,-0.6360486003141902,0.069484354018179,-0.1260290420175671,0.8504243327762194,0.5012548213338216,-0.1296891432856622,-0.2502738953418345,-0.6456919372680981,-0.7743342718394005,-0.397414929589986,-0.1264661230062995,Исследователь
201902221210,3466.0,23.84349746947884,131.0,61,82353.48125876008,191.65043234374068,0.0629709646028121,12.406444578947378,1.0559723023658396,1.590703853652396,2.2677437968840164,5.18587815326373,23.760381205643416,55.903225806451616,0.4689106289215541,0.0030488660773497,-0.2917623170676498,-0.3207162727577201,0.2310970825950604,-0.1108875478455778,0.2679405355924357,0.0363959284285198,0.4653367090275895,-0.3362086201729494,-0.4430355329009392,-0.0163290254174653,-0.2969713710781896,-0.5036994289069983,-0.1496320437936453,-0.1436330482656174,Исследователь
201902221400,5096.0,26.73454193965413,171.0,78,136122.00804394702,166.71957072434003,0.0381155349362761,20.34034124691358,0.9183673469387754,1.2562259582946544,2.0133437990580845,5.188363153195119,26.711540040021,64.50632911392405,0.6825349986699809,1.72331291818209,0.1655839535892009,0.487812145959221,1.1971586573776891,2.948089010790108,-0.7783463539318265,-0.4045012550611643,-0.4418006334799276,-1.103816821890766,-0.7475978177525824,-0.0158642543447174,0.1701737821089105,0.2982704031243344,1.481931555096658,0.959649065043997,Активный обходчик
