timestamp,floorNumber,paintingId
80.185072,0,0_0789
85.056327,0,0_0783
100.112887,0,0_0776
110.014293,0,0_0772
125.012231,0,0_0826
140.012191,0,0_0753
165.158993,0,0_0890
170.031451,0,0_0930
175.226846,0,0_0301
185.039457,0,0_0932
190.154624,0,0_0934
200.023769,0,0_0304
248.41749,1,1_0985
260.203462,1,1_0987
270.764057,1,1_0978
281.217757,1,1_0976
328.373154,1,1_0016
372.077099,1,1_0058
418.204832,1,1_0060
440.029468,1,1_0124
455.639036,1,1_0141
465.156633,1,1_0053
491.462274,1,1_0131
495.064199,1,1_0133
515.15308,1,1_5884
535.130982,1,1_0103
547.793819,1,1_0135
560.120149,1,1_5866
563.392635,1,1_0191
567.957582,1,1_0187
585.058092,1,1_0160
607.27273,1,1_0220
615.227765,1,1_0235
635.233176,1,1_0230
690.26353,1,1_0172
691.000151,1,1_0178
720.195249,1,1_5866
735.337279,1,1_0280
740.085971,1,1_0276
750.080159,1,1_0305
757.169627,1,1_0337
758.687114,1,1_0341
761.72898,1,1_0358
765.181035,1,1_0352
782.308503,1,1_0379
797.789733,1,1_5848
895.773511,2,2_0422
905.98946,2,2_2917
917.340764,2,2_0459
927.168088,2,2_2867
1001.405071,0,0_5830
