timestamp,floorNumber,paintingId
90.146726,2,2_0527
130.051837,2,2_2797
155.123093,2,2_2799
156.535489,2,2_2801
185.026893,2,2_2803
200.200742,2,2_2809
220.008364,2,2_2814
221.847742,2,2_2812
235.192933,2,2_2863
247.446369,2,2_2814
257.0415,2,2_2816
315.0662,2,2_2818
370.258491,2,2_2824
380.147314,2,2_2822
400.004047,2,2_2827
438.531767,2,2_2829
487.594384,2,2_2831
545.011335,2,2_2867
660.129703,2,2_2890
725.216211,2,2_2888
780.107477,2,2_0467
795.195295,2,2_0465
810.171999,2,2_0464
810.750797,2,2_0466
811.994201,2,2_0467
860.21726,2,2_0459
910.036219,2,2_2880
915.247648,2,2_2917
920.018207,2,2_2900
1011.611229,2,2_2902
1035.175111,2,2_2904
1130.963853,2,2_0422
1175.125904,2,2_0417
1362.526893,2,2_2915
1407.966564,2,2_2917
1501.937904,2,2_2936
1520.230403,2,2_2934
1615.896792,2,2_2932
1680.813316,2,2_2930
1730.160444,2,2_2928
1730.757763,2,2_2926
1810.028797,2,2_2789
1832.693071,2,2_2787
1867.457286,1,1_0389
2054.436827,1,1_0393
2055.22447,1,1_0391
2110.077969,1,1_0395
2152.27322,1,1_5845
2185.250344,1,1_0387
2186.033331,1,1_0385
2220.013861,1,1_5846
2272.043354,1,1_0368
2275.07139,1,1_0379
2320.090627,1,1_0368
2370.772916,1,1_0373
2436.67727,1,1_0375
2552.877194,1,1_0377
2590.115368,1,1_0370
2633.7377,1,1_5848
2667.964744,1,1_0370
2675.23215,1,1_5848
2690.150754,1,1_0379
2730.079736,1,1_0363
2866.499835,1,1_0337
2870.222183,1,1_0339
2882.054042,1,1_0337
2890.105039,1,1_0341
2912.77926,1,1_0345
2935.13778,1,1_0352
2971.111791,1,1_0354
2980.147778,1,1_0356
3003.067841,1,1_0358
3042.236461,1,1_0305
3077.914376,1,1_0303
3115.108911,1,1_0301
3140.19357,1,1_0328
3160.030734,1,1_0326
3170.734688,1,1_0324
3180.0942,1,1_0322
3191.030466,1,1_0320
3197.791892,1,1_0324
3237.072297,1,1_0320
3261.926147,1,1_0307
3265.244115,1,1_0311
3315.153143,1,1_0266
3490.028245,1,1_5870
3495.154281,1,1_0268
3505.209653,1,1_0266
3507.399528,1,1_5872
3560.042002,1,1_5870
3695.079508,1,1_0187
3717.619339,1,1_0183
3831.144462,1,1_0199
3831.901715,1,1_0197
3836.052419,1,1_0199
3850.029595,1,1_0133
3875.113854,1,1_5901
3895.228019,1,1_0053
3921.67866,1,1_5899
3966.721926,1,1_5896
3975.147882,1,1_0141
4065.195592,1,1_5905
4115.194066,1,1_0124
4155.217997,1,1_0060
4197.018659,1,1_0062
4218.175355,1,1_0060
4357.417751,1,1_0058
4425.263075,1,1_0078
4456.683944,1,1_5917
4470.242811,1,1_5915
4487.808968,1,1_5913
4505.309152,1,1_5911
4512.487291,1,1_5909
4525.811481,1,1_5775
4705.064809,0,0_0803
4720.215083,0,0_0787
