timestamp,floorNumber,paintingId
25.037592,0,0_5830
35.639473,1,1_5852
41.198156,1,1_5854
91.199551,2,2_2924
100.132825,2,2_2922
101.027035,2,2_2928
110.202784,2,2_2926
155.154821,2,2_2930
205.127142,2,2_2932
240.91027,2,2_2934
255.195934,2,2_2936
305.234678,2,2_2913
325.035631,2,2_0417
361.908429,2,2_0422
380.202996,2,2_2915
406.661583,2,2_2917
440.013825,2,2_2904
470.105851,2,2_2902
521.524629,2,2_2900
555.162617,2,2_2880
570.051038,2,2_2878
595.045757,2,2_2875
621.05674,2,2_2873
640.222882,2,2_2871
665.139762,2,2_0459
685.216815,2,2_0464
688.277727,2,2_0465
690.053687,2,2_0466
691.831455,2,2_0464
695.028918,2,2_0467
704.026508,2,2_2888
735.054708,2,2_2890
752.019043,2,2_2869
770.200175,2,2_2867
780.051214,2,2_2831
797.72894,2,2_2829
840.632761,2,2_2827
857.084543,2,2_2824
880.061836,2,2_2822
910.792268,2,2_2836
927.105371,2,2_2838
937.919758,2,2_2818
971.287964,2,2_2816
1005.212992,2,2_2814
1020.25512,2,2_2863
1030.199856,2,2_2864
1040.072052,2,2_2840
1075.738811,2,2_2842
1087.918466,2,2_2846
1110.078015,2,2_2809
1135.575819,2,2_2812
1170.076896,2,2_2803
1185.26156,2,2_2801
1200.202447,2,2_2799
1205.808829,2,2_2797
1220.120893,2,2_2848
1227.783065,2,2_2852
1271.521149,2,2_2854
1305.168371,2,2_0527
1358.571991,2,2_2797
1415.195342,2,2_2799
1420.048383,2,2_2809
1442.466107,2,2_2789
1460.683796,2,2_2787
1490.125191,1,1_0387
1495.950508,1,1_0385
1520.112392,1,1_5846
1550.198966,1,1_5845
1577.069392,1,1_0395
1615.058481,1,1_0393
1621.146163,1,1_0391
1652.807956,1,1_0389
1676.236756,1,1_0395
1695.07206,1,1_5845
1705.106928,1,1_0389
1710.206465,1,1_0387
1750.052991,1,1_0368
1792.905579,1,1_0373
1825.166508,1,1_0368
1832.393956,1,1_0375
1862.707523,1,1_0377
1925.059137,1,1_0370
1972.916982,1,1_5848
2015.024152,1,1_0379
2026.448752,1,1_0365
2042.318086,1,1_0363
2065.260023,1,1_0379
2238.796757,1,1_0363
2270.000931,1,1_0360
2305.763522,1,1_0358
2322.968336,1,1_0356
2347.637912,1,1_0354
2366.012761,1,1_0352
2375.726058,1,1_0345
2400.121493,1,1_0341
2427.162938,1,1_0337
2430.518977,1,1_0339
2455.005494,1,1_0337
2545.249418,1,1_0305
2565.696206,1,1_0303
2592.939163,1,1_0301
2610.028249,1,1_0328
2615.070285,1,1_0326
2620.209551,1,1_0324
2679.055094,1,1_0322
2680.012733,1,1_0320
2725.067321,1,1_0311
2806.787226,1,1_5850
2810.256769,1,1_0313
2815.166183,1,1_0309
2820.712073,1,1_0307
2838.078717,1,1_0274
2847.730957,1,1_0276
2881.682474,1,1_5870
2892.166039,1,1_0280
2905.860608,1,1_0283
2920.101965,1,1_5858
2925.709256,1,1_0272
2930.169693,1,1_0287
2935.219256,1,1_0270
2940.052216,1,1_5868
2947.250047,1,1_5872
2952.084896,1,1_5870
2965.243703,1,1_5868
2972.626729,1,1_0268
2987.631678,1,1_0266
3025.196727,1,1_0253
3032.143149,1,1_0247
3033.45355,1,1_0245
3034.94702,1,1_0243
3040.109837,1,1_0241
3045.230422,1,1_0235
3065.015807,1,1_0228
3092.423624,1,1_6003
3095.071768,1,1_0222
3101.10119,1,1_0220
3115.126942,1,1_0218
3150.042043,1,1_0191
3155.012865,1,1_5866
3162.929406,1,1_5864
3170.20619,1,1_5862
3175.04531,1,1_0137
3180.503273,1,1_0135
3190.147867,1,1_0174
3195.031372,1,1_0176
3196.402555,1,1_0174
3200.192043,1,1_0172
3220.391445,1,1_0193
3227.182532,1,1_0178
3235.154012,1,1_5860
3245.699582,1,1_0160
3263.545499,1,1_0187
3327.619218,1,1_0189
3336.917236,1,1_0191
3355.464846,1,1_5876
3360.05894,1,1_0206
3370.036433,1,1_5876
3375.084148,1,1_5874
3382.089624,1,1_0210
3401.661356,1,1_0183
3405.237078,1,1_0181
3520.099775,1,1_0197
3535.894751,1,1_0082
3540.176556,1,1_5886
3552.335827,1,1_5882
3560.135854,1,1_5886
3565.865302,1,1_5884
3571.276055,1,1_0097
3575.25745,1,1_0095
3575.861192,1,1_0101
3610.12084,1,1_0150
3615.226902,1,1_0152
3617.466243,1,1_0158
3621.700948,1,1_5905
3625.199629,1,1_0148
3628.228056,1,1_0139
3630.220694,1,1_5896
3635.155456,1,1_0141
3651.923005,1,1_0131
3665.096599,1,1_0053
3705.981193,1,1_5901
3712.991104,1,1_5899
3728.054143,1,1_0141
3741.788152,1,1_0074
3755.121751,1,1_0124
3801.602562,1,1_0062
3810.117337,1,1_0060
3856.345602,1,1_5907
3885.003404,1,1_0074
3900.135663,1,1_0060
4020.161834,1,1_0058
4025.084909,1,1_0078
4197.392594,0,0_0570
