timestamp,floorNumber,paintingId
82.775959,2,2_2924
90.185469,2,2_2922
155.956599,2,2_2926
165.54504,2,2_2928
170.04069,2,2_2930
171.35121,2,2_2932
200.011039,2,2_2934
242.336801,2,2_2936
260.062747,2,2_2913
325.129255,2,2_0417
395.086823,2,2_0422
400.094329,2,2_2904
405.157237,2,2_0422
423.085589,2,2_2904
446.182967,2,2_2902
460.236598,2,2_2900
537.606436,2,2_2917
560.020646,2,2_2915
605.251795,2,2_2917
665.17515,2,2_2880
690.155967,2,2_2878
800.152224,2,2_2875
846.591384,2,2_2873
891.190976,2,2_2871
935.201573,2,2_2869
957.771254,2,2_2888
1026.404761,2,2_0464
1030.04244,2,2_0466
1031.102926,2,2_0467
1035.24693,2,2_0465
1041.81777,2,2_0459
1050.071049,2,2_2890
1090.25209,2,2_2867
1122.165673,2,2_2836
1125.915695,2,2_2831
1131.138689,2,2_2829
1135.09585,2,2_2827
1140.050722,2,2_2836
1252.475706,2,2_2824
1350.539943,2,2_2822
1376.791898,2,2_2838
1377.515437,2,2_2840
1385.009585,2,2_2818
1385.096119,2,2_2816
1420.233529,2,2_2814
1422.211777,2,2_2863
1455.702837,2,2_2864
1465.005404,2,2_2814
1466.379869,2,2_2812
1467.597509,2,2_2864
1480.198778,2,2_2859
1487.72716,2,2_2864
1495.232372,2,2_2859
1507.351711,2,2_2864
1507.848797,2,2_2860
1515.144712,2,2_2859
1526.25941,2,2_2860
1540.120676,2,2_2838
1570.101747,2,2_2840
1745.082757,2,2_2842
1750.229351,2,2_2846
1755.882657,2,2_2848
1762.752733,2,2_2850
1777.576667,2,2_2852
1792.373446,2,2_2854
1793.538154,2,2_0527
1819.461888,2,2_2801
1852.732345,2,2_2852
1860.253841,2,2_2850
1861.730296,2,2_2848
1913.116772,2,2_0527
2005.108016,1,1_0387
2040.076361,1,1_0389
2080.109476,1,1_0391
2105.256938,1,1_0395
2120.09686,1,1_5845
2140.050165,1,1_5846
2170.512577,1,1_0379
