timestamp,floorNumber,paintingId
24.120573,0,0_0577
55.950464,0,0_0787
57.995428,0,0_0789
70.020321,0,0_0334
90.125811,0,0_0803
110.106551,0,0_0337
115.121668,0,0_0809
126.185679,0,0_0962
150.146572,0,0_0350
150.629925,0,0_0960
180.437603,0,0_0353
220.142141,0,0_0356
229.82536,0,0_0967
238.699726,0,0_0969
252.150798,0,0_0861
287.468653,0,0_0869
307.374353,0,0_0843
362.195329,0,0_0841
392.229561,0,0_0824
405.004554,0,0_0821
406.530285,0,0_0819
410.046274,0,0_0813
415.177952,0,0_0815
425.177601,0,0_0826
425.510875,0,0_0772
432.455028,0,0_0781
437.478099,0,0_0776
455.035557,0,0_0670
460.248961,0,0_0668
470.184594,0,0_0673
545.073991,0,0_0680
550.199582,0,0_0689
567.194924,0,0_0694
580.307256,0,0_0696
585.164351,0,0_0699
590.179325,0,0_0724
592.856893,0,0_0375
595.793656,0,0_0724
597.393043,0,0_0729
605.247643,0,0_0749
610.132412,0,0_0753
615.043213,0,0_0755
620.153372,0,0_0757
630.240851,0,0_0765
630.869832,0,0_0767
636.051635,0,0_0763
642.621718,0,0_0761
650.151389,0,0_0759
670.025797,0,0_0853
690.215738,0,0_0855
700.021452,0,0_0851
716.286545,0,0_0848
720.087749,0,0_0847
730.040905,0,0_0845
760.204082,0,0_0859
787.973236,0,0_0879
795.175852,0,0_0877
798.683949,0,0_0875
800.170623,0,0_0879
815.069305,0,0_0881
822.752719,0,0_0883
826.54876,0,0_0885
828.048641,0,0_0887
840.007547,0,0_0890
920.134866,0,0_0439
930.233591,0,0_0894
965.125627,0,0_0930
970.008144,0,0_0300
975.193018,0,0_0301
976.646772,0,0_0912
980.049424,0,0_0922
985.024939,0,0_0906
1060.202574,1,1_0976
1075.078322,1,1_0978
1090.256026,1,1_0981
1095.14447,1,1_0983
1099.929098,1,1_0985
1102.489584,1,1_0987
1162.638056,1,1_0985
1176.387007,1,1_0987
1201.756154,1,1_5909
1210.015757,1,1_0014
1217.244875,1,1_5787
1226.823946,1,1_5783
1227.867388,1,1_5785
1235.060076,1,1_0016
1258.137364,1,1_5777
1270.754861,1,1_5913
1275.176458,1,1_5911
1282.785333,1,1_5913
1289.200703,1,1_5915
1315.051016,1,1_5917
1327.839473,1,1_0078
1360.062764,1,1_0058
1430.000902,1,1_0060
1465.048096,1,1_0062
1485.197107,1,1_0124
1516.455487,1,1_0053
1520.076413,1,1_5899
1535.343826,1,1_0053
1572.114142,1,1_5901
1577.100097,1,1_0131
1581.257987,1,1_0133
1590.242649,1,1_5888
1600.237526,1,1_0139
1612.230119,1,1_5905
1613.796018,1,1_0150
1626.016053,1,1_5882
1632.275337,1,1_5884
1640.244036,1,1_0088
1655.023009,1,1_0187
1660.0429,1,1_0137
1662.783664,1,1_5862
1665.15277,1,1_5866
1676.318233,1,1_0176
1680.195743,1,1_0174
1700.176598,1,1_0176
1712.723735,1,1_0174
1720.100512,1,1_0172
1735.164564,1,1_0193
1755.237206,1,1_0178
1815.086317,1,1_5860
1820.801007,1,1_0187
1860.0393,1,1_0280
1865.235321,1,1_0276
1870.076877,1,1_5872
1871.051733,1,1_0274
1887.35613,1,1_0337
1890.043652,1,1_0339
1892.814129,1,1_0341
1910.644347,1,1_0345
1925.261342,1,1_0358
1947.205836,1,1_0370
1955.707964,1,1_0375
1960.263805,1,1_0377
1966.062371,1,1_0379
2035.063454,1,1_0368
2050.187022,1,1_0379
2061.647645,1,1_0305
2062.582864,1,1_0303
2072.43644,1,1_0266
2077.787993,1,1_0268
2108.073068,1,1_5874
2115.120811,1,1_0210
2185.123382,1,1_0235
2210.427183,1,1_6003
2310.209028,2,2_2787
2330.170104,2,2_2789
2350.165048,2,2_2922
2362.66094,2,2_2932
2365.170476,2,2_2930
2380.069726,2,2_0417
2380.38127,2,2_0422
2385.033912,2,2_2917
2460.079832,2,2_2900
2465.116535,2,2_2878
2497.793702,2,2_2838
2503.469698,2,2_2840
2505.083711,2,2_2860
2506.902518,2,2_2859
2510.224468,2,2_2846
2515.024423,2,2_0527
2570.018994,0,0_5830
2602.574977,0,0_0558
