timestamp,floorNumber,paintingId
129.951837,2,2_0527
155.02309300000002,2,2_2797
182.369662,2,2_2801
196.135389,2,2_2803
213.569899,2,2_2809
221.74774200000002,2,2_2814
235.09293300000002,2,2_2812
247.346369,2,2_2863
255.158135,2,2_2814
314.96619999999996,2,2_2816
363.44551,2,2_2818
380.047314,2,2_2824
397.525467,2,2_2822
433.177672,2,2_2827
477.153,2,2_2829
536.356955,2,2_2831
652.329529,2,2_2867
720.101137,2,2_2890
766.58333,2,2_2888
792.387231,2,2_0467
808.992918,2,2_0465
890.720084,2,2_0459
912.329557,2,2_2880
919.9182069999999,2,2_2917
1010.037644,2,2_2900
1035.075111,2,2_2902
1128.588045,2,2_2904
1173.631621,2,2_0422
1362.376775,2,2_0417
1407.8665640000002,2,2_2915
1482.392867,2,2_2917
1520.133566,2,2_2936
1535.741391,2,2_2934
1680.807455,2,2_2932
1726.927954,2,2_2930
1790.151935,2,2_2926
1820.151943,2,2_2789
1840.168596,2,2_2787
2053.003217,1,1_0389
2105.120462,1,1_0391
2141.123322,1,1_0395
2180.255563,1,1_5845
2215.030859,1,1_0385
2266.679169,1,1_5846
2319.990627,1,1_0379
2370.672916,1,1_0368
2421.556399,1,1_0373
2552.029166,1,1_0375
2585.642886,1,1_0377
2631.129502,1,1_0370
2667.864744,1,1_5848
2675.060675,1,1_0370
2690.050754,1,1_5848
2730.028222,1,1_0379
2800.062702,1,1_0363
2870.197117,1,1_0337
2881.210827,1,1_0339
2890.072852,1,1_0337
2912.67926,1,1_0341
2930.304287,1,1_0345
2971.011791,1,1_0352
2980.145685,1,1_0354
3001.701214,1,1_0356
3032.271341,1,1_0358
3077.891583,1,1_0305
3111.893003,1,1_0303
3133.713008,1,1_0301
3159.930734,1,1_0328
3170.634688,1,1_0326
3180.083095,1,1_0324
3190.9304660000003,1,1_0322
3195.894518,1,1_0320
3236.9722970000003,1,1_0324
3260.201618,1,1_0320
3317.412982,1,1_0266
3495.054281,1,1_5870
3505.109653,1,1_0268
3545.064113,1,1_5872
3581.297979,1,1_5870
3705.788167,1,1_0187
3720.170328,1,1_0183
3835.952419,1,1_0197
3840.188512,1,1_0199
3850.189653,1,1_0133
3880.04415,1,1_5901
3917.266996,1,1_0053
3930.009667,1,1_5899
3972.774075,1,1_5896
4006.659358,1,1_0141
4070.212745,1,1_5905
4130.323204,1,1_0124
4196.918659,1,1_0060
4218.075355,1,1_0062
4271.142262,1,1_0060
4410.65966,1,1_0058
4447.954924,1,1_0078
4470.101015,1,1_5917
4485.625153,1,1_5915
4505.262895,1,1_5913
4518.174181,1,1_5909
4579.292816,1,1_5775
4714.804663,0,0_0803
