timestamp,floorNumber,paintingId
125.464844,0,0_0570
132.619847,0,0_0572
210.194535,0,0_0577
727.272316,0,0_0668
737.789271,0,0_0670
760.031702,0,0_0680
786.110201,0,0_0678
787.705973,0,0_0720
816.64949,0,0_0692
830.130506,0,0_0694
840.150361,0,0_0696
859.719359,0,0_0701
875.773329,0,0_0703
881.535323,0,0_0705
1042.213726,0,0_0894
1067.590367,0,0_0890
1078.403667,0,0_0887
1127.497406,0,0_0879
1136.88425,0,0_0875
1165.047346,0,0_0855
1194.463618,0,0_0853
1200.658482,0,0_0848
1217.503323,0,0_0847
1225.100817,0,0_0851
1235.052448,0,0_0845
1255.0816690000001,0,0_0869
1261.051326,0,0_0843
1268.240585,0,0_0841
1291.021188,0,0_0824
1295.594956,0,0_0821
1300.1643370000002,0,0_0819
1305.147069,0,0_0815
1315.720053,0,0_0813
1322.694883,0,0_0815
1330.72036,0,0_0334
1360.1220540000002,0,0_0789
1370.1013930000001,0,0_0787
1397.616284,0,0_0785
1481.521571,0,0_0803
1490.103532,0,0_0809
1557.806488,0,0_0960
1592.277764,0,0_0353
1603.32833,0,0_0356
1612.816205,0,0_0969
1671.618546,0,0_0861
1764.996401,0,0_0301
1785.211515,0,0_0912
1792.445099,0,0_0302
1797.178516,0,0_0924
1810.29535,0,0_0300
1855.460114,1,1_0987
1866.988864,1,1_0985
1880.134912,1,1_0987
1891.018514,1,1_0978
1903.530944,1,1_0976
2039.9767390000002,1,1_5787
2050.035761,1,1_5785
2055.782627,1,1_5787
2060.1163890000003,1,1_5785
2069.940649,1,1_5783
2075.088557,1,1_5781
2080.001519,1,1_0016
2093.176587,1,1_5781
2201.764569,1,1_5775
2320.514603,1,1_5777
2378.142249,1,1_5779
2390.081829,1,1_5911
2405.036393,1,1_5915
2410.0651470000003,1,1_5917
2423.54568,1,1_0078
2433.864693,1,1_0058
2467.450935,1,1_5928
2546.46238,1,1_0062
2551.95943,1,1_0060
2604.376635,1,1_0124
2615.200434,1,1_0053
2620.195376,1,1_5901
2707.272362,1,1_0093
2735.138739,1,1_0183
2750.92473,1,1_0187
2755.058576,1,1_0178
2812.691136,1,1_0187
2835.112117,1,1_0189
2856.575204,1,1_0222
2865.054729,1,1_6003
2880.386398,1,1_0235
2885.620323,1,1_0241
2937.256819,1,1_5870
2945.088928,1,1_0276
2955.96384,1,1_0274
2983.58049,1,1_0303
2995.078307,1,1_0339
3002.7008,1,1_0341
3010.950691,1,1_0345
3020.885026,1,1_0358
3054.915576,1,1_0379
3059.976567,1,1_0370
3062.833967,1,1_5848
3069.9199510000003,1,1_0368
3078.610185,1,1_0370
3090.070328,1,1_0368
3114.11142,1,1_5845
3209.9392430000003,2,2_2852
3223.839008,2,2_2850
3246.910335,2,2_2816
3260.005186,2,2_2822
3265.152486,2,2_2824
3271.181092,2,2_2838
3282.29163,2,2_2867
3325.539547,2,2_2900
3345.107618,2,2_2904
3365.524184,2,2_0422
3370.041139,2,2_0417
3385.511952,2,2_2922
3392.256191,2,2_2924
3415.155005,2,2_2789
3452.626918,0,0_5830
