timestamp,floorNumber,paintingId
36.094037,0,0_0570
202.892674,0,0_0673
221.786779,0,0_0670
226.003428,0,0_0668
252.276403,0,0_0772
276.40496,0,0_0781
301.06395599999996,0,0_0787
311.926315,0,0_0785
370.084884,0,0_0334
374.952044,0,0_0801
382.203033,0,0_0803
389.98817099999997,0,0_0801
403.839728,0,0_0803
418.929081,0,0_0807
460.048877,0,0_0958
487.373748,0,0_0353
494.965691,0,0_0356
515.752009,0,0_0969
538.992266,0,0_0841
554.102312,0,0_0843
572.798529,0,0_0869
610.125514,0,0_0859
628.919588,0,0_0890
631.428712,0,0_0887
647.750861,0,0_0439
677.797885,0,0_0879
692.897461,0,0_0894
744.920567,0,0_0731
749.856093,0,0_0733
755.113973,0,0_0739
775.0498329999999,0,0_0765
780.162812,0,0_0757
795.0098469999999,0,0_0749
800.444107,0,0_0729
805.775085,0,0_0938
811.794779,0,0_0720
849.34841,0,0_0678
867.475577,0,0_5832
885.571406,0,0_5834
933.630272,1,1_5874
946.905314,1,1_0210
951.348994,1,1_0206
962.537497,1,1_0210
979.355417,1,1_5860
991.498567,1,1_0160
1006.57946,1,1_0187
1020.257394,1,1_0189
1021.963653,1,1_0191
1033.187696,1,1_5866
1090.4349470000002,1,1_0235
1094.372126,1,1_0239
1097.539074,1,1_0241
1130.655395,1,1_0266
1142.777618,1,1_0268
1147.785924,1,1_5868
1167.202603,1,1_5870
1181.553605,1,1_0274
1192.342913,1,1_0276
1206.095703,1,1_0280
1211.136249,1,1_0283
1260.874603,1,1_0328
1269.901167,1,1_0301
1280.181946,1,1_0303
1295.556634,1,1_0305
1327.885804,1,1_0358
1345.13153,1,1_0356
1362.70631,1,1_0345
1389.810418,1,1_0341
1432.023807,1,1_0379
1455.215921,1,1_0370
1480.408348,1,1_0373
1495.169152,1,1_0379
1505.352357,1,1_0368
1546.977503,1,1_5845
1565.032388,1,1_0391
1599.44796,2,2_2787
1625.015211,2,2_2789
1658.460078,2,2_2797
1670.557981,2,2_2803
1686.226908,2,2_2809
1698.245362,2,2_2846
1710.261886,2,2_2842
1738.217061,2,2_2838
1775.023285,2,2_2836
1787.841263,2,2_2829
1791.663602,2,2_2827
1820.032838,2,2_2871
1834.74206,2,2_2873
1868.354731,2,2_2902
1875.119784,2,2_2900
1891.030538,2,2_2902
1900.052184,2,2_2904
1915.491577,2,2_0422
1960.995574,2,2_2922
2001.642289,2,2_2789
