timestamp,x,y,floorNumber
0.0,1612.0725989102125,4784.274461002366,0
2.0,1251.6734306901983,4818.53852718135,0
4.0,1056.479344064726,4930.134251725344,0
6.0,889.6424692775452,4997.558665647041,0
8.0,779.5866977043426,4981.16951844645,0
10.0,679.2233422272295,4992.371591606074,0
12.0,585.4429444501683,4998.988928578563,0
14.0,433.1901350078978,5011.504782424239,0
16.0,264.79848471622853,4993.023163550086,0
18.0,96.73489428095418,4980.8000593021925,0
20.0,62.873346291349925,4849.849498892804,0
22.0,67.08267842529757,4738.876420644604,0
24.0,75.6369188409869,4687.525440974174,0
26.0,53.71429714127607,4492.711860945123,0
28.0,106.58789825592856,4462.202759638069,0
30.0,170.42060480197998,4465.3558033708205,0
32.0,202.329932953268,4472.723158316205,0
34.0,234.23926110455602,4480.090513261589,0
36.0,266.14858925584406,4487.457868206973,0
38.0,298.0579174071321,4494.8252231523575,1
40.0,329.96724555842013,4502.192578097743,1
42.0,482.15793335344347,4484.370990962248,1
44.0,609.5172933041233,4517.981477973813,1
46.0,619.512038790768,4668.726306895431,1
48.0,621.8164158781665,4820.8683944077875,1
50.0,642.9854274293148,4962.086898537331,1
52.0,610.538617568864,5031.057474723846,1
54.0,511.5964484264618,5050.48194063567,1
56.0,367.9267202779763,5041.333214835375,1
58.0,225.409663675503,5018.921828388942,1
60.0,102.14525078067213,4983.649938004542,2
62.0,62.37851341495129,4771.571165903809,2
64.0,56.716856577455246,4536.117394433601,2
66.0,98.21495039059329,4462.202759638069,2
68.0,236.4352689815206,4462.202759638069,2
70.0,452.26506303665946,4448.6907748262165,2
72.0,599.1161245561525,4450.805116684805,2
74.0,666.5269909047637,4492.083985011667,2
76.0,677.9355387951292,4597.752604326918,2
78.0,673.1639609593866,4761.457459088315,2
80.0,678.5892693328101,4854.537831505369,2
82.0,666.6344683387788,4918.537410381119,2
84.0,682.0873800263545,4924.335135510389,2
86.0,697.5402917139302,4930.132860639658,2
88.0,712.9932034015058,4935.930585768928,2
90.0,739.0409865159379,4942.809598605665,2
92.0,774.1325053132693,4950.611593876972,2
94.0,811.0845560951232,4952.02013879627,2
96.0,873.2856282651039,4925.896546830777,2
98.0,951.4044321819695,4847.7069614931615,2
100.0,980.6634113071101,4793.483286186706,2
102.0,1003.167300223318,4731.528488995893,2
104.0,1039.4136202344125,4651.879760652923,2
106.0,1060.549766083151,4655.404204356499,2
108.0,1108.2513255573072,4653.755127076063,2
110.0,1174.9244477569207,4631.175331107446,2
112.0,1246.6409979717366,4559.4230980402845,2
114.0,1330.295861113553,4552.2912668202425,2
116.0,1457.1762286513904,4549.473673156781,2
118.0,1584.9683122662193,4570.628072514672,2
120.0,1633.4253390833967,4612.439780587007,2
122.0,1635.7157178975676,4642.229519802361,2
124.0,1638.0060967117388,4672.019259017717,2
126.0,1650.0125082764202,4675.84341967654,2
128.0,1668.2218715141084,4663.090523311822,2
130.0,1686.4312347517966,4650.337626947105,2
132.0,1704.6405979894848,4637.584730582386,2
134.0,1751.5956441421745,4602.318238844681,2
136.0,1674.3531031170887,4669.363461393901,2
138.0,1674.873537298992,4667.763658865009,2
140.0,1684.531626575894,4658.100764167705,2
142.0,1694.189715852796,4648.4378694704,2
144.0,1703.8478051296981,4638.774974773095,2
146.0,1713.5058944066004,4629.11208007579,2
148.0,1723.1639836835025,4619.449185378486,2
150.0,1732.921227997727,4609.599173116993,2
152.0,1771.9107881584025,4544.584240500205,2
154.0,1766.6996692736839,4554.329067497669,2
156.0,1760.1842174787764,4566.28000573434,2
158.0,1753.6687656838687,4578.2309439710125,2
160.0,1747.1533138889613,4590.181882207684,2
162.0,1740.6378620940538,4602.132820444356,2
164.0,1734.1224102991464,4614.0837586810285,2
166.0,1666.1460957289748,4663.233957736834,2
168.0,1669.8000788633392,4660.949081994283,2
170.0,1673.4540619977033,4658.664206251732,2
172.0,1677.1080451320677,4656.379330509182,2
174.0,1680.7620282664318,4654.094454766631,2
176.0,1684.4160114007962,4651.809579024081,2
178.0,1688.0699945351603,4649.5247032815305,2
180.0,1691.7239776695246,4647.23982753898,2
182.0,1695.3779608038888,4644.95495179643,2
184.0,1699.031943938253,4642.670076053879,2
186.0,1702.6859270726172,4640.385200311328,2
188.0,1706.3399102069816,4638.100324568778,2
190.0,1709.9938933413457,4635.815448826227,2
192.0,1713.64787647571,4633.530573083677,2
194.0,1717.3018596100742,4631.245697341126,2
196.0,1760.7963205162023,4588.507951539963,2
198.0,1860.0343872869744,4542.720684979144,2
200.0,1916.7994164538195,4548.172641568389,2
202.0,1951.4078338939712,4559.714520566627,2
204.0,1983.7152469503887,4564.61297789086,2
206.0,2015.1643523205305,4567.033343505977,2
208.0,2046.613457690672,4569.453709121094,2
210.0,2135.6201804219127,4569.604149421999,2
212.0,2146.6112366589136,4570.703801910036,2
214.0,2157.6022928959146,4571.803454398073,2
216.0,2168.5933491329156,4572.90310688611,2
218.0,2179.584405369916,4574.002759374148,2
220.0,2190.575461606917,4575.102411862184,2
222.0,2201.566517843918,4576.202064350222,2
224.0,2381.6717294155783,4596.3993018731935,2
226.0,2450.7446273597225,4596.3993018731935,2
228.0,2471.293593038654,4596.3993018731935,2
230.0,2491.842558717585,4596.3993018731935,2
232.0,2512.1807463592318,4596.268468524859,2
234.0,2530.1034726082657,4594.6383190910265,2
236.0,2548.0261988573,4593.008169657194,2
238.0,2565.948925106334,4591.378020223362,2
240.0,2583.871651355368,4589.747870789531,2
242.0,2592.2766577970247,4607.164846934069,2
244.0,2600.3280483144345,4625.289489100716,2
246.0,2608.3794388318447,4643.414131267363,2
248.0,2605.4039518712048,4714.477072650823,2
250.0,2610.0936994423364,4698.054789243475,2
252.0,2614.7834470134676,4681.632505836128,2
254.0,2625.9554657898757,4610.85793859367,2
256.0,2632.704663742727,4574.5446468417895,2
258.0,2634.284781506868,4580.868262673649,2
260.0,2635.8648992710087,4587.191878505509,2
262.0,2637.4450170351492,4593.515494337367,2
264.0,2639.02513479929,4599.839110169227,2
266.0,2640.6052525634304,4606.162726001086,2
268.0,2642.1853703275715,4612.486341832945,2
270.0,2643.765488091712,4618.809957664805,2
272.0,2632.910846357307,4653.156624490352,2
274.0,2605.8578400897572,4735.049548772356,2
276.0,2611.4450684647527,4774.288824046536,2
278.0,2634.295217813182,4791.43496294429,2
280.0,2653.10273837739,4821.177906091061,2
282.0,2658.285081198275,4895.316482091147,2
