visitor_id,item_id,timestamp
201902181200,1_0218,2019-02-18 12:14:31
201902181210,1_0178,2019-02-18 12:14:37
201902181210,1_0058,2019-02-18 12:14:42
201902181200,1_0178,2019-02-18 12:14:52
201902181210,1_0053,2019-02-18 12:15:07
201902181200,1_0078,2019-02-18 12:15:09
201902181200,1_0141,2019-02-18 12:15:25
201902181210,2_2827,2019-02-18 12:15:37
201902181200,1_0385,2019-02-18 12:15:39
201902181200,1_0981,2019-02-18 12:15:53
201902181200,1_0379,2019-02-18 12:15:56
201902181200,1_0053,2019-02-18 12:15:58
201902181200,1_0987,2019-02-18 12:16:05
201902181200,1_0276,2019-02-18 12:16:13
201902181200,1_0235,2019-02-18 12:16:36
201902181200,1_0978,2019-02-18 12:16:47
201902181200,2_2902,2019-02-18 12:17:17
201902181200,2_2829,2019-02-18 12:17:37
201902181410,0_0718,2019-02-18 14:29:04
201902181410,0_0845,2019-02-18 14:29:12
201902181410,0_0751,2019-02-18 14:29:22
201902181410,0_0958,2019-02-18 14:29:23
201902181410,0_0848,2019-02-18 14:29:30
201902181410,0_0439,2019-02-18 14:29:52
201902181410,0_0940,2019-02-18 14:30:20
201902181410,0_0843,2019-02-18 14:30:28
201902181410,0_0946,2019-02-18 14:30:29
201902181410,0_0853,2019-02-18 14:30:40
201902181410,0_0841,2019-02-18 14:31:01
201902181410,0_0930,2019-02-18 14:31:08
201902181410,0_0847,2019-02-18 14:31:52
201902181410,0_0861,2019-02-18 14:32:03
201902181410,0_0869,2019-02-18 14:32:16
201902181410,0_0865,2019-02-18 14:32:26
201902181410,0_0807,2019-02-18 14:32:51
201902181410,1_0133,2019-02-18 14:33:48
201902181410,1_0053,2019-02-18 14:33:57
201902181410,1_0230,2019-02-18 14:34:06
201902181410,1_0301,2019-02-18 14:34:16
201902181410,1_0014,2019-02-18 14:34:24
201902181410,1_0235,2019-02-18 14:34:46
201902181410,1_0113,2019-02-18 14:35:10
201902181410,1_0987,2019-02-18 14:35:27
201902181410,1_0241,2019-02-18 14:35:56
201902181410,1_0316,2019-02-18 14:36:16
201902181410,1_0139,2019-02-18 14:36:17
201902181410,2_2831,2019-02-18 14:38:33
201902181400,0_5830,2019-02-18 14:43:52
201902181400,0_0735,2019-02-18 14:44:16
201902181400,0_0960,2019-02-18 14:44:19
201902181400,0_0851,2019-02-18 14:44:34
201902181400,0_0841,2019-02-18 14:44:35
201902181400,0_0848,2019-02-18 14:44:39
201902181400,0_0847,2019-02-18 14:44:39
201902181400,0_0965,2019-02-18 14:44:44
201902181400,0_0831,2019-02-18 14:44:58
201902181400,0_0821,2019-02-18 14:45:01
201902181400,0_0737,2019-02-18 14:45:05
201902181400,0_0755,2019-02-18 14:45:11
201902181400,0_0956,2019-02-18 14:45:21
201902181400,0_0855,2019-02-18 14:45:26
201902181400,0_0958,2019-02-18 14:45:38
201902181400,0_0703,2019-02-18 14:45:41
201902181400,0_0724,2019-02-18 14:45:45
201902181400,0_0859,2019-02-18 14:45:52
201902181400,0_0845,2019-02-18 14:45:57
201902181400,0_0692,2019-02-18 14:46:02
201902181400,0_0904,2019-02-18 14:46:04
201902181400,0_0826,2019-02-18 14:46:20
201902181400,0_0879,2019-02-18 14:46:28
201902181400,0_0967,2019-02-18 14:46:36
201902181400,0_0887,2019-02-18 14:46:47
201902181400,0_0877,2019-02-18 14:47:02
201902181400,0_0753,2019-02-18 14:47:27
201902181400,0_0772,2019-02-18 14:47:37
201902181400,0_0853,2019-02-18 14:47:50
201902181400,0_0767,2019-02-18 14:48:07
201902181400,0_0869,2019-02-18 14:48:13
201902181400,0_0785,2019-02-18 14:48:26
201902181400,0_0843,2019-02-18 14:48:55
201902181400,0_0861,2019-02-18 14:49:00
201902181400,0_0807,2019-02-18 14:49:09
201902181400,0_0722,2019-02-18 14:49:17
201902181400,1_0241,2019-02-18 14:49:51
201902181400,1_0115,2019-02-18 14:50:04
201902181400,1_0146,2019-02-18 14:50:20
201902181400,1_0174,2019-02-18 14:50:58
201902181400,1_0985,2019-02-18 14:51:03
201902181400,1_0393,2019-02-18 14:51:20
201902181400,1_0370,2019-02-18 14:51:30
201902181400,1_0014,2019-02-18 14:51:37
201902181400,1_0339,2019-02-18 14:52:11
201902181400,1_0055,2019-02-18 14:52:24
201902181400,1_0301,2019-02-18 14:52:30
201902181400,1_0987,2019-02-18 14:52:42
201902181400,1_0268,2019-02-18 14:52:56
201902181400,1_0018,2019-02-18 14:53:17
201902181400,1_0129,2019-02-18 14:53:25
201902181400,1_0139,2019-02-18 14:53:31
201902181400,1_0028,2019-02-18 14:54:37
201902181400,1_0387,2019-02-18 14:54:49
201902181400,1_0983,2019-02-18 14:54:54
201902181400,1_0243,2019-02-18 14:55:11
201902181400,1_0016,2019-02-18 14:55:19
201902181400,1_0141,2019-02-18 14:55:29
201902181400,1_0113,2019-02-18 14:55:40
201902181400,1_0287,2019-02-18 14:55:48
201902181400,1_0220,2019-02-18 14:56:09
201902181400,1_0391,2019-02-18 14:56:12
201902181400,1_0111,2019-02-18 14:56:14
201902181400,1_0978,2019-02-18 14:56:19
201902181400,1_0150,2019-02-18 14:56:29
201902181400,1_0144,2019-02-18 14:56:45
201902181400,1_0203,2019-02-18 14:56:46
201902181400,1_0245,2019-02-18 14:56:58
201902181400,2_2848,2019-02-18 14:57:23
201902181400,2_2801,2019-02-18 14:57:30
201902181400,2_2922,2019-02-18 14:57:34
201902181400,2_2831,2019-02-18 14:57:42
201902181400,2_2902,2019-02-18 14:57:59
201902181400,2_2852,2019-02-18 14:58:17
201902181400,2_2890,2019-02-18 14:58:57
201902181400,2_2846,2019-02-18 14:59:01
201902181400,2_2812,2019-02-18 14:59:06
201902181400,2_2878,2019-02-18 14:59:28
201902181610,0_0900,2019-02-18 15:38:55
201902181610,0_0930,2019-02-18 15:39:00
201902181610,0_0958,2019-02-18 15:39:05
201902181610,0_0848,2019-02-18 15:39:21
201902181610,0_0819,2019-02-18 15:39:24
201902181610,0_0894,2019-02-18 15:39:42
201902181610,1_0160,2019-02-18 15:39:54
201902181610,1_0095,2019-02-18 15:39:57
201902181610,1_0058,2019-02-18 15:39:59
201902181610,1_0230,2019-02-18 15:40:00
201902181610,1_0146,2019-02-18 15:40:07
201902181610,1_0088,2019-02-18 15:40:14
201902181610,1_0014,2019-02-18 15:40:21
201902181610,1_0133,2019-02-18 15:40:47
201902181610,1_0181,2019-02-18 15:40:50
201902181610,2_2838,2019-02-18 15:41:07
201902181610,2_2878,2019-02-18 15:41:15
201902181600,0_0789,2019-02-18 16:37:32
201902181600,0_0861,2019-02-18 16:37:51
201902181600,0_0969,2019-02-18 16:38:23
201902181600,0_0841,2019-02-18 16:38:42
201902181600,0_0962,2019-02-18 16:39:35
201902181600,0_0887,2019-02-18 16:39:44
201902181600,1_0311,2019-02-18 16:40:14
201902181600,1_0389,2019-02-18 16:40:42
201902181600,1_0101,2019-02-18 16:40:54
201902181600,1_0987,2019-02-18 16:41:18
201902181600,1_0345,2019-02-18 16:41:30
201902181600,1_0058,2019-02-18 16:41:34
201902181600,2_2888,2019-02-18 16:42:35
201902201020,0_0851,2019-02-20 09:54:15
201902201020,0_0735,2019-02-20 09:54:35
201902201020,0_0739,2019-02-20 09:54:42
201902201020,0_0741,2019-02-20 09:54:45
201902201020,0_0759,2019-02-20 09:54:52
201902201020,0_0731,2019-02-20 09:54:56
201902201020,0_0705,2019-02-20 09:55:01
201902201020,0_0334,2019-02-20 09:55:13
201902201020,0_0749,2019-02-20 09:55:19
201902201020,0_0831,2019-02-20 09:55:29
201902201020,0_0877,2019-02-20 09:55:35
201902201020,0_0847,2019-02-20 09:55:38
201902201020,0_0707,2019-02-20 09:55:39
201902201020,0_0694,2019-02-20 09:55:42
201902201020,0_0751,2019-02-20 09:55:47
201902201020,0_0962,2019-02-20 09:55:48
201902201020,0_0755,2019-02-20 09:55:49
201902201020,0_0807,2019-02-20 09:55:50
201902201020,0_0439,2019-02-20 09:55:54
201902201020,0_0948,2019-02-20 09:55:57
201902201020,0_0742,2019-02-20 09:55:58
201902201020,0_0737,2019-02-20 09:56:03
201902201020,0_0701,2019-02-20 09:56:07
201902201020,0_0906,2019-02-20 09:56:11
201902201020,0_0875,2019-02-20 09:56:13
201902201020,0_0763,2019-02-20 09:56:17
201902201020,0_0908,2019-02-20 09:56:21
201902201020,0_0829,2019-02-20 09:56:23
201902201020,0_0733,2019-02-20 09:56:27
201902201020,0_0709,2019-02-20 09:56:33
201902201020,0_0577,2019-02-20 09:56:36
201902201020,0_0765,2019-02-20 09:56:40
201902201020,0_0689,2019-02-20 09:56:41
201902201020,0_0767,2019-02-20 09:56:45
201902201020,0_0761,2019-02-20 09:56:59
201902201020,0_0757,2019-02-20 09:57:02
201902201020,0_0703,2019-02-20 09:57:04
201902201020,0_0879,2019-02-20 09:57:11
201902201020,0_0570,2019-02-20 09:57:15
201902201020,0_0375,2019-02-20 09:57:20
201902201020,0_0337,2019-02-20 09:57:22
201902201020,1_0176,2019-02-20 09:57:46
201902201020,1_0141,2019-02-20 09:57:52
201902201020,1_5850,2019-02-20 09:57:59
201902201020,1_0097,2019-02-20 09:58:03
201902201020,1_0981,2019-02-20 09:58:06
201902201020,1_0197,2019-02-20 09:58:12
201902201020,1_0354,2019-02-20 09:58:18
201902201020,1_0335,2019-02-20 09:58:20
201902201020,1_0311,2019-02-20 09:58:27
201902201020,1_0058,2019-02-20 09:58:31
201902201020,1_0174,2019-02-20 09:58:32
201902201020,1_0976,2019-02-20 09:58:41
201902201020,1_0368,2019-02-20 09:58:46
201902201020,1_0103,2019-02-20 09:59:00
201902201020,1_5781,2019-02-20 09:59:10
201902201020,1_0272,2019-02-20 09:59:22
201902201020,1_5787,2019-02-20 09:59:27
201902201020,1_0345,2019-02-20 09:59:31
201902201020,1_0193,2019-02-20 09:59:34
201902201020,1_0280,2019-02-20 09:59:48
201902201020,1_0199,2019-02-20 09:59:49
201902201020,1_0983,2019-02-20 10:00:02
201902201020,1_5868,2019-02-20 10:00:07
201902201020,1_0220,2019-02-20 10:00:11
201902201020,1_5928,2019-02-20 10:00:16
201902201020,1_5845,2019-02-20 10:00:20
201902201020,1_0373,2019-02-20 10:00:22
201902201020,1_0352,2019-02-20 10:00:27
201902201020,1_0393,2019-02-20 10:00:32
201902201020,2_2850,2019-02-20 10:00:44
201902201020,2_2809,2019-02-20 10:00:47
201902201020,2_0465,2019-02-20 10:01:01
201902201020,2_2860,2019-02-20 10:01:04
201902201020,2_2816,2019-02-20 10:01:05
201902201020,2_2852,2019-02-20 10:01:18
201902201020,2_2854,2019-02-20 10:01:19
201902201020,2_2922,2019-02-20 10:01:35
201902201210,0_0930,2019-02-20 12:38:30
201902201210,0_0887,2019-02-20 12:38:33
201902201210,0_0920,2019-02-20 12:38:34
201902201210,0_0707,2019-02-20 12:38:38
201902201210,0_0890,2019-02-20 12:38:40
201902201210,0_0562,2019-02-20 12:38:51
201902201210,0_0967,2019-02-20 12:39:16
201902201210,0_0813,2019-02-20 12:39:19
201902201210,0_0755,2019-02-20 12:39:20
201902201210,0_0565,2019-02-20 12:39:24
201902201210,0_0869,2019-02-20 12:39:26
201902201210,0_0300,2019-02-20 12:39:41
201902201210,0_0668,2019-02-20 12:39:45
201902201210,0_0865,2019-02-20 12:39:52
201902201210,0_0894,2019-02-20 12:39:57
201902201210,0_0570,2019-02-20 12:40:01
201902201210,0_0845,2019-02-20 12:40:02
201902201210,0_0942,2019-02-20 12:40:16
201902201210,0_0853,2019-02-20 12:40:19
201902201210,0_0753,2019-02-20 12:40:31
201902201210,0_0861,2019-02-20 12:40:36
201902201210,0_0885,2019-02-20 12:40:45
201902201210,0_0789,2019-02-20 12:40:50
201902201210,0_0969,2019-02-20 12:40:54
201902201210,0_0841,2019-02-20 12:40:56
201902201210,0_0787,2019-02-20 12:40:59
201902201210,1_5899,2019-02-20 12:41:09
201902201210,1_5894,2019-02-20 12:41:15
201902201210,1_0133,2019-02-20 12:41:48
201902201210,1_0218,2019-02-20 12:41:48
201902201210,1_5884,2019-02-20 12:41:51
201902201210,1_0088,2019-02-20 12:41:54
201902201210,1_5907,2019-02-20 12:42:01
201902201210,1_0062,2019-02-20 12:42:08
201902201210,1_0053,2019-02-20 12:42:11
201902201210,1_0097,2019-02-20 12:42:35
201902201210,1_0058,2019-02-20 12:42:42
201902201210,1_0333,2019-02-20 12:43:11
201902201210,1_0183,2019-02-20 12:43:13
201902201210,1_5901,2019-02-20 12:43:22
201902201210,1_5915,2019-02-20 12:43:32
201902201210,1_0345,2019-02-20 12:43:36
201902201210,1_0341,2019-02-20 12:44:06
201902201210,1_0086,2019-02-20 12:44:08
201902201210,1_5880,2019-02-20 12:44:13
201902201210,1_0141,2019-02-20 12:44:24
201902201210,1_5872,2019-02-20 12:44:43
201902201210,1_5886,2019-02-20 12:44:55
201902201210,1_0187,2019-02-20 12:44:57
201902201210,1_0095,2019-02-20 12:44:59
201902201210,1_0101,2019-02-20 12:45:04
201902201210,1_0124,2019-02-20 12:45:08
201902201210,1_5882,2019-02-20 12:45:09
201902201210,1_0235,2019-02-20 12:45:13
201902201210,1_0358,2019-02-20 12:45:14
201902201210,1_0103,2019-02-20 12:45:21
201902201210,1_0311,2019-02-20 12:45:22
201902201210,2_0459,2019-02-20 12:45:35
201902201210,2_2840,2019-02-20 12:45:46
201902201210,2_2787,2019-02-20 12:45:47
201902201210,2_2902,2019-02-20 12:45:50
201902201210,2_2922,2019-02-20 12:46:03
201902201210,2_2878,2019-02-20 12:46:14
201902201210,2_2932,2019-02-20 12:46:18
201902201410,0_0869,2019-02-20 14:41:30
201902201400,0_0848,2019-02-20 14:41:33
201902201410,0_0356,2019-02-20 14:41:36
201902201410,0_0912,2019-02-20 14:41:39
201902201400,0_0869,2019-02-20 14:41:44
201902201410,0_0767,2019-02-20 14:41:50
201902201400,0_0865,2019-02-20 14:42:02
201902201410,0_0843,2019-02-20 14:42:15
201902201400,0_0301,2019-02-20 14:42:15
201902201410,0_0847,2019-02-20 14:42:24
201902201400,0_0845,2019-02-20 14:42:27
201902201410,0_0833,2019-02-20 14:42:28
201902201400,0_0670,2019-02-20 14:42:35
201902201410,0_0962,2019-02-20 14:42:35
201902201400,0_0861,2019-02-20 14:42:40
201902201410,0_0749,2019-02-20 14:42:40
201902201410,0_0851,2019-02-20 14:42:45
201902201410,0_0879,2019-02-20 14:42:46
201902201410,0_0900,2019-02-20 14:42:51
201902201400,0_0807,2019-02-20 14:42:52
201902201410,0_0865,2019-02-20 14:43:00
201902201410,0_0848,2019-02-20 14:43:02
201902201400,0_0815,2019-02-20 14:43:03
201902201400,0_0824,2019-02-20 14:43:09
201902201400,0_0930,2019-02-20 14:43:11
201902201400,0_0841,2019-02-20 14:43:15
201902201410,0_0960,2019-02-20 14:43:15
201902201410,0_0845,2019-02-20 14:43:21
201902201400,0_0826,2019-02-20 14:43:26
201902201410,0_0967,2019-02-20 14:43:33
201902201410,0_0841,2019-02-20 14:43:34
201902201410,0_0887,2019-02-20 14:43:38
201902201410,0_0859,2019-02-20 14:43:38
201902201410,0_0861,2019-02-20 14:43:42
201902201400,0_0962,2019-02-20 14:43:45
201902201410,0_0969,2019-02-20 14:43:46
201902201410,0_0853,2019-02-20 14:43:50
201902201410,0_0855,2019-02-20 14:43:51
201902201400,0_0699,2019-02-20 14:44:02
201902201410,1_5775,2019-02-20 14:44:10
201902201410,1_0339,2019-02-20 14:44:19
201902201410,1_5917,2019-02-20 14:44:24
201902201400,1_5779,2019-02-20 14:44:27
201902201400,1_5785,2019-02-20 14:44:34
201902201400,1_5775,2019-02-20 14:44:41
201902201410,1_0981,2019-02-20 14:44:43
201902201410,1_0088,2019-02-20 14:44:45
201902201400,1_0976,2019-02-20 14:44:49
201902201400,1_5899,2019-02-20 14:44:59
201902201410,1_0235,2019-02-20 14:44:59
201902201410,1_0976,2019-02-20 14:45:03
201902201400,1_5781,2019-02-20 14:45:04
201902201410,1_5928,2019-02-20 14:45:12
201902201400,1_5787,2019-02-20 14:45:15
201902201410,1_5915,2019-02-20 14:45:16
201902201400,1_5783,2019-02-20 14:45:17
201902201400,1_5928,2019-02-20 14:45:23
201902201410,1_0078,2019-02-20 14:45:24
201902201410,1_0124,2019-02-20 14:45:29
201902201400,1_0345,2019-02-20 14:45:32
201902201400,1_0062,2019-02-20 14:45:43
201902201400,1_5777,2019-02-20 14:45:46
201902201410,1_0987,2019-02-20 14:45:46
201902201400,1_0341,2019-02-20 14:45:49
201902201410,1_0985,2019-02-20 14:45:54
201902201410,2_0465,2019-02-20 14:46:20
201902201410,2_0466,2019-02-20 14:46:21
201902201410,2_0464,2019-02-20 14:46:23
201902201410,2_0467,2019-02-20 14:46:32
201902201400,1_0124,2019-02-20 14:46:36
201902201400,2_2840,2019-02-20 14:46:55
201902201400,2_2932,2019-02-20 15:16:41
201902201610,0_0865,2019-02-20 15:59:05
201902201610,0_0969,2019-02-20 15:59:14
201902201610,0_0940,2019-02-20 15:59:17
201902201610,0_0861,2019-02-20 15:59:40
201902201610,0_0843,2019-02-20 15:59:47
201902201610,0_5838,2019-02-20 16:00:06
201902201610,0_0848,2019-02-20 16:00:34
201902201610,0_0875,2019-02-20 16:00:43
201902201610,0_0887,2019-02-20 16:00:46
201902201610,0_0772,2019-02-20 16:00:54
201902201610,0_0841,2019-02-20 16:00:57
201902201610,0_0869,2019-02-20 16:01:04
201902201600,0_0851,2019-02-20 16:01:21
201902201610,0_0938,2019-02-20 16:01:34
201902201600,0_0337,2019-02-20 16:01:53
201902201610,0_0851,2019-02-20 16:01:55
201902201610,0_0353,2019-02-20 16:01:58
201902201610,0_0855,2019-02-20 16:02:01
201902201600,0_5840,2019-02-20 16:02:07
201902201610,0_0845,2019-02-20 16:02:11
201902201610,0_0847,2019-02-20 16:02:13
201902201610,0_0853,2019-02-20 16:02:16
201902201600,0_0843,2019-02-20 16:02:16
201902201600,0_0879,2019-02-20 16:02:24
201902201610,0_0967,2019-02-20 16:02:29
201902201600,0_0967,2019-02-20 16:02:48
201902201600,0_0353,2019-02-20 16:02:55
201902201610,0_0776,2019-02-20 16:03:18
201902201610,0_0356,2019-02-20 16:03:20
201902201600,0_0675,2019-02-20 16:03:21
201902201600,0_0853,2019-02-20 16:03:31
201902201600,0_0960,2019-02-20 16:03:44
201902201610,0_0807,2019-02-20 16:03:47
201902201600,0_0841,2019-02-20 16:03:58
201902201610,1_0141,2019-02-20 16:03:59
201902201610,1_5899,2019-02-20 16:04:07
201902201600,0_0845,2019-02-20 16:04:10
201902201610,1_5915,2019-02-20 16:04:36
201902201600,1_0088,2019-02-20 16:04:48
201902201600,1_5874,2019-02-20 16:05:07
201902201600,1_0058,2019-02-20 16:06:29
201902201600,1_5915,2019-02-20 16:06:52
201902211210,0_0845,2019-02-21 12:42:17
201902211210,0_0847,2019-02-21 12:42:48
201902211210,0_0861,2019-02-21 12:42:57
201902211210,0_0851,2019-02-21 12:43:19
201902211210,0_0869,2019-02-21 12:43:28
201902211210,0_0890,2019-02-21 12:43:37
201902211210,0_0855,2019-02-21 12:43:44
201902211210,0_0787,2019-02-21 12:43:52
201902211210,0_0558,2019-02-21 12:43:59
201902211210,0_0848,2019-02-21 12:44:29
201902211210,0_0565,2019-02-21 12:44:34
201902211210,0_0709,2019-02-21 12:44:49
201902211210,0_0853,2019-02-21 12:45:10
201902211210,0_0707,2019-02-21 12:45:16
201902211210,1_0228,2019-02-21 12:45:45
201902211210,1_5917,2019-02-21 12:45:50
201902211210,1_0193,2019-02-21 12:45:56
201902211210,1_0379,2019-02-21 12:46:15
201902211210,1_5909,2019-02-21 12:46:22
201902211210,1_0141,2019-02-21 12:46:28
201902211210,1_0365,2019-02-21 12:47:03
201902211210,1_5872,2019-02-21 12:47:35
201902211210,1_5775,2019-02-21 12:47:39
201902211210,1_5870,2019-02-21 12:47:57
201902211210,1_0176,2019-02-21 12:47:59
201902211210,1_0187,2019-02-21 12:48:13
201902211210,2_2873,2019-02-21 12:48:26
201902211210,2_2878,2019-02-21 12:48:27
201902211210,2_2924,2019-02-21 12:48:50
201902211210,2_2922,2019-02-21 12:49:05
201902211210,2_2871,2019-02-21 12:49:27
201902211210,2_2936,2019-02-21 12:49:33
201902211400,0_0851,2019-02-21 14:53:00
201902211400,0_0689,2019-02-21 14:53:01
201902211400,0_0356,2019-02-21 14:53:05
201902211400,0_0724,2019-02-21 14:53:08
201902211400,0_0785,2019-02-21 14:53:22
201902211400,0_0922,2019-02-21 14:53:23
201902211400,0_0967,2019-02-21 14:53:27
201902211400,0_0831,2019-02-21 14:53:28
201902211400,0_0707,2019-02-21 14:53:32
201902211400,0_0350,2019-02-21 14:53:37
201902211400,0_0789,2019-02-21 14:53:40
201902211400,0_0848,2019-02-21 14:53:49
201902211400,0_0776,2019-02-21 14:53:58
201902211400,0_0962,2019-02-21 14:54:11
201902211400,0_0887,2019-02-21 14:54:11
201902211400,0_0783,2019-02-21 14:54:14
201902211400,0_0817,2019-02-21 14:54:17
201902211400,0_0439,2019-02-21 14:54:24
201902211400,0_0890,2019-02-21 14:54:25
201902211400,0_0803,2019-02-21 14:54:26
201902211400,0_0859,2019-02-21 14:54:29
201902211400,0_0779,2019-02-21 14:54:32
201902211400,0_0726,2019-02-21 14:54:42
201902211400,0_0347,2019-02-21 14:54:45
201902211400,0_0813,2019-02-21 14:54:47
201902211400,0_0861,2019-02-21 14:54:48
201902211400,0_0692,2019-02-21 14:54:51
201902211400,0_0337,2019-02-21 14:54:54
201902211400,0_0772,2019-02-21 14:54:58
201902211400,0_0301,2019-02-21 14:54:59
201902211400,0_0918,2019-02-21 14:55:05
201902211400,0_0960,2019-02-21 14:55:09
201902211400,0_0809,2019-02-21 14:55:15
201902211400,0_0847,2019-02-21 14:55:16
201902211400,0_0302,2019-02-21 14:55:18
201902211400,0_0845,2019-02-21 14:55:20
201902211400,0_0353,2019-02-21 14:55:27
201902211400,0_5840,2019-02-21 14:55:38
201902211400,0_5836,2019-02-21 14:55:41
201902211400,0_0570,2019-02-21 14:55:43
201902211400,0_0938,2019-02-21 14:55:49
201902211400,0_0824,2019-02-21 14:55:55
201902211400,0_0807,2019-02-21 14:55:58
201902211400,0_0755,2019-02-21 14:56:02
201902211400,0_0969,2019-02-21 14:56:04
201902211400,0_0924,2019-02-21 14:56:06
201902211400,0_0375,2019-02-21 14:56:10
201902211400,0_0879,2019-02-21 14:56:23
201902211400,0_0912,2019-02-21 14:56:29
201902211400,0_0865,2019-02-21 14:56:33
201902211400,0_0703,2019-02-21 14:56:40
201902211400,0_5834,2019-02-21 14:56:41
201902211400,0_0934,2019-02-21 14:56:43
201902211400,0_0826,2019-02-21 14:56:45
201902211400,0_0787,2019-02-21 14:56:45
201902211400,0_0869,2019-02-21 14:56:49
201902211400,0_0843,2019-02-21 14:56:50
201902211400,0_0753,2019-02-21 14:56:57
201902211400,0_0853,2019-02-21 14:56:58
201902211400,0_5838,2019-02-21 14:56:59
201902211400,0_0841,2019-02-21 14:57:06
201902211400,0_0705,2019-02-21 14:57:10
201902211400,0_0894,2019-02-21 14:57:13
201902211400,1_0150,2019-02-21 14:57:31
201902211400,1_5868,2019-02-21 14:57:33
201902211400,1_5913,2019-02-21 14:57:38
201902211400,1_5886,2019-02-21 14:57:46
201902211400,1_5777,2019-02-21 14:57:53
201902211400,1_0124,2019-02-21 14:57:55
201902211400,1_0053,2019-02-21 14:58:02
201902211400,1_5781,2019-02-21 14:58:05
201902211400,1_5785,2019-02-21 14:58:09
201902211400,1_5775,2019-02-21 14:58:14
201902211400,1_5899,2019-02-21 14:58:26
201902211400,1_0274,2019-02-21 14:58:30
201902211400,1_0335,2019-02-21 14:58:32
201902211400,1_0206,2019-02-21 14:58:44
201902211400,1_5915,2019-02-21 14:58:46
201902211400,1_5787,2019-02-21 14:58:57
