trajectory_id,distwall,zone_area_mean,zone_area_min,zone_area_max,pct_small_zone,pct_large_zone,passage_width_mean,n_points_x,duration,speed,nb_items,nb_stops,length,curvature,avg_observation_time,stop_intensity,isovist_area_mean,isovist_area_min,isovist_area_max,isovist_perimeter_mean,isovist_perimeter_min,isovist_perimeter_max,n_points_y,isovist_area_range
201903061400,152.05307453623115,1425867.8099837797,282555.01348953205,3300738.02835025,0.1676750216076059,0.4442523768366465,2.8463959209240977,1157,3736.0,19.5629126163678,122.0,63,72930.30792424353,0.0289581155454654,12.302607012345684,1.0117773019109455,44077671.229020335,817747.3404364623,233583644.18276054,86105.03854895433,6299.6802198158675,374044.7158226532,116,232765896.84232408
201903061410,146.0251570075289,1783897.5126713535,282555.01348953205,3300738.02835025,0.1270527225583405,0.6318063958513397,2.9001188167970784,1157,4920.0,18.881831956493105,131.0,71,92677.44310265976,0.1610731775921327,17.287109187499997,0.8658536585260261,35711966.051555835,979483.4660023709,186604995.800566,94802.69226166821,7844.234808778767,373551.77391118754,116,185625512.3345636
201903061610,242.3320610941378,1872228.110449649,475166.8318043916,3300738.02835025,0.0,0.6043956043956044,2.979075372727639,91,4226.0,20.285439380262204,193.0,79,85735.3365516643,0.040264378682376,13.526166999999989,1.1216280170214628,56382905.45488845,3538900.591224039,195062444.6921585,134718.29955102364,23116.489877027027,348826.38176640205,10,191523544.10093445
201903081400,207.6205176751189,1443152.8383045692,282555.01348953205,3300738.02835025,0.1033755274261603,0.4324894514767932,2.7966082725768526,474,2062.0,30.17539128300728,105.0,41,61967.19118091839,0.0259162499941545,9.388503657894734,1.1930164888110666,47381595.832586445,924898.9073328068,234005020.40559116,84231.20752868707,7349.760120059393,366517.8379270852,48,233080121.49825835
201903081410,206.22048175401167,1445139.9635111806,282555.01348953205,3300738.02835025,0.1014799154334038,0.4312896405919662,2.741976352262748,473,2062.0,30.496374561185004,116.0,36,62625.16772734961,0.0247699432183223,10.100580749999985,1.0475266731024,43750993.26319376,668818.2069504141,180208037.99659827,77991.28145401213,7049.504152026046,374131.8099552147,48,179539219.78964785
201903081610,158.60666239621892,1374264.3968713006,282555.01348953205,3300738.02835025,0.1926751592356688,0.3375796178343949,3.384614710674546,628,2186.0,29.5571830589672,97.0,31,64469.325521365216,0.0389472134794673,31.37314436734693,0.8508691674057403,30586291.125471532,1420757.5012498312,209173750.3447838,66458.40491091373,11534.653138731406,345345.36731617816,63,207752992.843534
201903091010,141.34724630845744,1346541.9574553194,282555.01348953205,3300738.02835025,0.0881057268722467,0.413215859030837,2.7656108428138144,1135,3768.0,14.566135246230312,69.0,54,54660.3331070345,0.0519631511983102,50.86080504347827,0.859872611451276,45324893.3214331,1426947.987192914,246409224.90886655,84677.83939339643,12312.108449660755,369664.2478395845,114,244982276.92167366
201903091200,178.6001780924323,1295541.092484609,282555.01348953205,3300738.02835025,0.2057761732851985,0.4259927797833935,3.2078851183708514,277,2982.0,32.66631731765516,161.0,53,97118.97662139402,0.0624237524182482,6.259029809523789,1.0663983903205956,35601071.75556957,848236.5578390853,265359305.7481477,67183.27762455199,6326.581088257091,345552.17952861544,28,264511069.1903086
201903091210,176.66176960315448,1308732.0242865395,282555.01348953205,3300738.02835025,0.2043010752688172,0.4910394265232975,2.725759837555425,279,2990.0,31.855418959723504,140.0,52,94979.85081576787,0.033465613612156,8.279946111111132,1.043478260848626,32925749.47897884,1229901.5805488538,271959622.849755,76121.42746544162,7015.456860592607,376535.7353232665,28,270729721.2692061
201903091410,178.02812703411507,1471178.5341049342,282555.01348953205,3300738.02835025,0.1121951219512195,0.474390243902439,3.452372430780094,820,4214.0,19.449642575016405,135.0,70,81715.29828917944,0.0378253161169196,18.64330872727275,0.9966777408495964,29896246.071062252,187024.75765092525,186472466.68365663,67049.67737243015,3585.1855082897123,372579.2781162758,82,186285441.92600572
201903091600,205.150399667536,1983076.4219133584,323760.68074737914,3300738.02835025,0.0140845070422535,0.6408450704225352,4.378491241036898,284,2400.0,30.76509906157523,119.0,45,73774.6501236339,0.0114338313302699,12.428927400000038,1.1249999999718752,49150293.56030581,265000.72568999697,188268245.1476043,117778.10956516964,2042.6750045159415,373139.6632148907,29,188003244.42191428
201903111400,188.67880209033868,1236709.2652387116,282555.01348953205,3300738.02835025,0.2092257001647446,0.2850082372322899,2.921395460289436,607,3588.0,33.08266866948699,224.0,50,118636.25194664524,0.0249486399521418,14.197355854166654,0.8361204013238108,31554477.284901,809524.9619127539,149600849.59244844,71312.90460817357,5168.434675861705,348632.9706241704,61,148791324.6305357
201903181610,179.35191984576375,1337940.9267276304,323760.68074737914,3300738.02835025,0.2576687116564417,0.5306748466257669,3.1557980071580176,326,2890.0,24.64272417362217,110.0,58,71036.20115961113,0.0204071614085824,8.97769376923077,1.2041522491099486,38253905.209705874,756232.7967839083,261435348.42463356,76695.65633166413,4772.715869927239,380499.130859053,33,260679115.62784967
201903201010,139.46006599765448,1665971.3555259933,282555.01348953205,3300738.02835025,0.1191919191919192,0.5080808080808081,3.072837882412901,990,3628.0,16.034010381550782,71.0,55,58025.57408158322,0.050527474833136,20.26301163333336,0.9095920617269636,33276846.26686966,661183.8022614974,258104299.82695663,79802.2321545983,4901.099015786527,369023.6853896094,99,257443116.02469513
201903201020,132.0712599201389,1692424.041519064,282555.01348953205,3300738.02835025,0.1039354187689202,0.5327951564076691,2.964414071659603,991,3632.0,16.18825114031049,90.0,58,58582.53836363254,0.1177850504838531,13.806519022222243,0.9581497797198544,35476951.06064998,866785.0412907202,241503852.6051857,76184.95334585977,5483.017852843459,391803.8336842803,100,240637067.56389496
201903211400,191.3160023200556,886180.0096228324,282555.01348953205,3300738.02835025,0.5769230769230769,0.2287968441814595,3.7434401979296377,1014,3188.0,30.33672713206904,85.0,29,96548.18485025287,0.2403740914980652,10.19151775999999,0.5457967377563526,166734274.32259682,1353454.456763761,359275575.59952325,83585.15069501231,12530.384562397185,345403.5970105956,102,357922121.1427595
201903211410,175.37602351848523,946031.9715925228,323760.68074737914,3300738.02835025,0.5382231404958677,0.2283057851239669,3.5446624154986863,968,3116.0,30.6751098669646,86.0,21,95534.77146279025,0.2061276635295502,7.34778590000001,0.4043645699537029,170802945.36450067,1342188.9145536767,347398471.55633485,87423.77397329542,10551.428337975107,343644.3935457417,97,346056282.64178115
