variable,quartile,n,speed_mean,duration_mean,nb_stops_mean,nb_items_mean,length_mean,stop_intensity_mean
isovist_area_mean,Q1,13,24.53411667306959,3735.3846153846152,62.0,162.92307692307693,85966.1466919964,0.9990653945977168
isovist_area_mean,Q2,13,26.626749281610902,3253.076923076923,55.15384615384615,136.6153846153846,82832.50488455339,1.0211454857781388
isovist_area_mean,Q3,12,26.786639030143846,3069.3333333333335,50.583333333333336,142.0,77304.84218533717,0.9778079599297343
isovist_area_mean,Q4,13,27.305740571180348,3515.3846153846152,51.38461538461539,123.53846153846153,84167.77058123217,0.8360896211342473
isovist_perimeter_mean,Q1,13,24.357313698170387,3874.6153846153848,62.76923076923077,154.46153846153845,91168.03135759934,0.9789266323110902
isovist_perimeter_mean,Q2,13,26.622597450075855,3306.0,55.84615384615385,150.15384615384616,83050.77270482581,1.0100131827376717
isovist_perimeter_mean,Q3,12,26.504964679701246,3002.6666666666665,47.416666666666664,121.91666666666667,73880.15158584958,0.9374891763232157
isovist_perimeter_mean,Q4,13,27.746702470330845,3384.769230769231,52.84615384615385,137.0,81908.87095642228,0.9045780251750505
