timestamp,floorNumber,x,y
1.316458,0,2550.981236861038,4489.042068085094
1.996978,0,2564.394217403192,4401.814315632265
4.307121,0,2571.1007076742694,4328.006217402946
5.627626,0,2577.807197945347,4234.06863783836
6.32351,0,2537.568256318883,4160.260539609042
8.226884,0,2497.3293146924193,4093.162268491481
8.883054,0,2423.5579217105687,4032.773824485675
9.659584,0,2376.6124898130274,3985.805034703382
10.482994,0,2383.3189800841046,3898.5772822505514
11.363373,0,2383.3189800841046,3818.059356909478
12.467527,0,2363.1995092708726,3724.1217773448916
14.428099,0,2356.493018999795,3616.7645435567924
15.459114,0,2329.667057915486,3522.826963992206
16.571046,0,2302.841096831177,3435.599211539376
18.555112,0,2249.1891746625583,3348.371459086546
20.107592,0,2215.6567233071714,3267.853533745472
20.947334,0,2215.6567233071714,3187.335608404398
22.211162,0,2229.069703849326,3086.6882017280554
27.0919,0,2222.363213578249,2972.6211408282006
27.88306,0,2229.069703849326,2878.683561263614
28.539601,0,2229.069703849326,2771.3263274755154
29.171214,0,2255.8956649336355,2684.0985750226855
29.923542,0,2269.30864547579,2576.741341234587
31.132074,0,2282.721626017945,2476.093934558244
31.971024,0,2309.547587102254,2368.7367007701455
36.235125,0,2363.1995092708726,2274.7991212055595
37.435073,0,2450.383882794878,2221.1205043115096
39.044107,0,2517.4487855056514,2167.4418874174607
40.819131,0,2597.926668758579,2147.312406082192
45.715158,0,2685.1110422825845,2127.1829247469236
46.57947,0,2792.4148866198216,2066.7944807411177
47.419353,0,2866.1862796016717,2039.955172294093
47.978971,0,2960.0771433967548,2019.8256909588247
48.866778,0,3047.2615169207597,2013.1158638470688
49.979169,0,3154.565361257997,2006.4060367353122
101.09412,0,3167.9783418001516,2107.053443411655
101.800035,0,3134.445890444765,2194.2811958644847
102.478899,0,3094.206948818301,2288.2187754290712
104.158285,0,3040.5550266496825,2362.0268736583894
132.884465,0,3121.0329099026103,2355.3170465466333
133.588413,0,3201.5107931555385,2355.3170465466333
134.492549,0,3281.9886764084663,2348.6072194348767
135.116122,0,3375.8795402035485,2348.6072194348767
135.764813,0,3489.889874811863,2341.897392323121
136.380891,0,3563.6612677937137,2328.4777380996084
136.964594,0,3650.8456413177196,2328.4777380996084
137.684083,0,3758.149485654956,2301.6384296525835
139.172805,0,3831.920878636807,2247.9598127585346
142.38824,0,3919.105252160812,2254.6696398702907
144.492306,0,4026.4090964980496,2274.7991212055595
147.044266,0,4100.180489479901,2288.2187754290712
149.068787,0,4140.419431106364,2207.7008500879974
150.276836,0,4133.712940835287,2140.602578970436
163.229049,0,4127.0064505642085,2053.3748265176055
168.391483,0,4133.712940835287,2113.763270523411
173.680182,0,4133.712940835287,2019.8256909588247
179.859445,0,4207.484333817137,2013.1158638470688
180.923523,0,4274.549236527911,1979.566728288288
182.08334,0,4267.842746256833,1899.0488029472137
185.147664,0,4308.0816878832975,1912.468457170726
185.939306,0,4408.679041949457,1838.660358941408
188.515354,0,4489.156925202385,1838.660358941408
191.083281,0,4569.634808455313,1885.6291487237013
192.035716,0,4643.406201437164,1899.0488029472137
194.235529,0,4723.884084690091,1905.75863005897
196.97973,0,4770.8295165876325,1899.0488029472137
208.873248,0,4817.774948485174,1952.727419841263
214.404274,0,4884.839851195947,1885.6291487237013
221.315852,0,4945.198263635643,1939.3077656177509
223.307847,0,4938.491773364565,1999.6962096235563
224.107691,0,4945.198263635643,2073.5043078528743
226.300009,0,4918.372302551334,2140.602578970436
228.707757,0,4858.013890111638,2167.4418874174607
230.379547,0,4770.8295165876325,2194.2811958644847
231.628155,0,4697.0581236057815,2187.571368752729
236.19555,0,4697.0581236057815,2221.1205043115096
245.67656,0,4589.754279268544,2154.022233193948
246.565942,0,4515.982886286694,2133.8927518586797
259.900287,0,4589.754279268544,2160.732060305704
271.526143,0,4643.406201437164,2127.1829247469236
272.237855,0,4670.232162521473,2100.3436162998987
277.456519,0,4616.580240352854,2127.1829247469236
278.184675,0,4556.2218279131575,2147.312406082192
279.057112,0,4475.74394466023,2154.022233193948
280.144169,0,4395.266061407302,2154.022233193948
283.512037,0,4361.733610051916,2147.312406082192
292.65364,0,4348.320629509761,2046.6649994058496
293.461559,0,4368.440100322993,1966.1470740647756
296.013238,0,4408.679041949457,1885.6291487237013
298.600323,0,4341.6141392386835,1899.0488029472137
299.320292,0,4254.429765714678,1878.9193216119452
300.841076,0,4187.364863003905,1838.660358941408
301.607003,0,4113.593470022055,1838.660358941408
302.81423,0,4033.1155867691264,1825.240704717896
304.343434,0,3972.7571743294307,1825.240704717896
307.544189,0,3912.3987618897354,1831.9505318296522
312.880219,0,3852.040349450039,1831.9505318296522
324.99373,0,3852.040349450039,1738.0129522650657
326.352712,0,3831.920878636807,1644.0753727004794
327.907567,0,3838.6273689078844,1570.2672744711615
330.907504,0,3865.453329992194,1496.4591762418438
347.672198,0,3919.105252160812,1429.360905124282
350.288122,0,3979.4636646005083,1355.552806894964
351.704593,0,4033.1155867691264,1308.584017112671
352.888089,0,4046.5285673112817,1214.6464375480846
353.952239,0,4066.6480381245133,1120.7088579834983
354.984568,0,4066.6480381245133,1020.0614513071558
356.0965,0,4080.0610186666677,932.8336988543257
356.984864,0,4080.0610186666677,852.3157735132517
359.119962,0,4066.6480381245133,758.3781939486653
360.208288,0,4033.1155867691264,691.2799228311036
362.64007,0,3932.518232702967,651.0209601605667
363.848225,0,3831.920878636807,651.0209601605667
364.944368,0,3751.442995383879,711.4094041663722
365.736349,0,3711.204053757415,771.7978481721776
367.560187,0,3764.855975926034,697.9897499428598
368.416158,0,3852.040349450039,651.0209601605667
369.928322,0,3972.7571743294307,637.6013059370542
370.71196,0,4046.5285673112817,597.3423432665173
371.728182,0,4140.419431106364,536.9538992607118
373.136345,0,4160.538901919595,443.0163196961255
375.944739,0,4160.538901919595,355.7885672432953
377.007871,0,4160.538901919595,241.72150634344044
377.888979,0,4080.0610186666677,214.8821978964158
379.096099,0,3959.3441937872763,201.46254367290345
380.1601,0,3872.159820263271,188.0428894493911
381.320148,0,3791.681937010343,167.9134081141226
396.49474,0,3684.3780926731056,154.4937538906103
397.462703,0,3590.487228878023,141.07409966709795
399.61448,0,3570.3677580647914,167.9134081141226
409.014389,0,3650.8456413177196,141.07409966709795
414.862365,0,3751.442995383879,147.78392677885412
415.590473,0,3838.6273689078844,161.20358100236643
416.606011,0,3959.3441937872763,167.9134081141226
417.598232,0,4019.702606226972,194.75271656114728
418.277862,0,4113.593470022055,194.75271656114728
419.486077,0,4214.190824088215,214.8821978964158
