timestamp,floorNumber,x,y
2.791512,0,2517.4487855056514,4770.854806778853
3.47948,0,2550.981236861038,4623.238610320218
4.406766,0,2577.807197945347,4475.622413861582
7.073463,0,2584.5136882164243,4381.684834296996
10.177299,0,2584.5136882164243,4281.037427620653
10.858332,0,2537.568256318883,4193.809675167823
11.641624,0,2477.2098438791872,4133.421231162018
12.45779,0,2443.6773925238003,4066.322960044456
13.153615,0,2416.851431439491,3992.514861815138
14.361458,0,2410.144941168414,3898.5772822505514
15.689804,0,2396.731960626259,3824.7691840212337
16.801615,0,2376.6124898130274,3710.702123121379
17.64161,0,2289.428116289022,3643.6038520038173
18.673698,0,2175.417781680708,3563.085926662743
19.593725,0,2068.1139373434703,3563.085926662743
20.713864,0,2027.8749957170062,3623.4743706685485
21.553579,0,1994.3425443616197,3683.862814674354
23.385476,0,1920.571151379769,3670.443160450842
25.017526,0,1927.2776416508466,3710.702123121379
31.409531,0,1853.5062486689958,3697.2824688978667
45.035309,0,1773.028365416068,3670.443160450842
45.987561,0,1739.4959140606816,3603.3448893332807
48.259298,0,1685.8439918920626,3536.246618215719
52.683372,0,1692.55048216314,3469.1483470981566
55.219441,0,1692.55048216314,3375.2107675335706
61.200072,0,1746.2024043317588,3321.532150639521
62.330021,0,1826.6802875846865,3301.402669304253
63.592049,0,1880.3322097533053,3241.0142252984474
65.344677,0,1933.9841319219238,3173.915954180886
66.336431,0,2014.4620151748516,3120.237337286836
67.136088,0,2081.526917885625,3053.1390661692744
68.848376,0,2168.71129140963,2986.040795051713
70.552899,0,2255.8956649336355,3039.719411945762
71.328399,0,2289.428116289022,3086.6882017280554
72.18446,0,2343.080038457641,3126.9471643985926
73.392226,0,2470.50335360811,3194.045435516154
83.935862,0,2416.851431439491,3093.3980288398116
86.024299,0,2390.0254703551823,3026.29975772225
88.296508,0,2416.851431439491,2932.3621781576635
88.896203,0,2457.090373065955,2959.2014866046884
91.336347,0,2356.493018999795,2905.5228697106386
92.400164,0,2336.3735481865633,2825.004944369565
93.3202,0,2336.3735481865633,2757.906673252003
94.336718,0,2343.080038457641,2684.0985750226855
95.184335,0,2349.786528728718,2563.321687011074
96.232058,0,2336.3735481865633,2462.674280334732
97.272679,0,2349.786528728718,2348.6072194348767
98.79999,0,2336.3735481865633,2254.6696398702907
99.768493,0,2443.6773925238003,2214.4106771997535
100.704253,0,2517.4487855056514,2200.9910229762413
101.839898,0,2611.3396493007335,2174.1517145292164
104.152354,0,2691.8175325536617,2154.022233193948
107.336205,0,2819.240847704131,2200.9910229762413
