cell_x,cell_y,center_x_m,center_y_m,density,time_of_presence
22,44,22.809,45.689,13,2.0
23,44,23.809,45.689,1,0.0
25,44,25.809,45.689,16,14.0
26,44,26.809,45.689,8,2.0
27,44,27.809,45.689,1,0.0
28,44,28.809,45.689,10,16.0
0,45,0.809,46.689,18,0.0
4,45,4.809,46.689,1,0.0
5,45,5.809,46.689,24,36.0
6,45,6.809,46.689,6,8.0
7,45,7.809,46.689,1,0.0
8,45,8.809,46.689,2,0.0
9,45,9.809,46.689,2,0.0
10,45,10.809,46.689,4,2.0
11,45,11.809,46.689,5,6.0
12,45,12.809,46.689,5,6.0
13,45,13.809,46.689,6,4.0
14,45,14.809,46.689,1,0.0
15,45,15.809,46.689,12,16.0
16,45,16.809,46.689,7,6.0
17,45,17.809,46.689,2,0.0
18,45,18.809,46.689,4,0.0
19,45,19.809,46.689,7,8.0
20,45,20.809,46.689,1,0.0
21,45,21.809,46.689,6,2.0
22,45,22.809,46.689,14,4.0
23,45,23.809,46.689,19,4.0
24,45,24.809,46.689,3,0.0
25,45,25.809,46.689,13,14.0
26,45,26.809,46.689,8,0.0
27,45,27.809,46.689,4,4.0
28,45,28.809,46.689,43,74.0
29,45,29.809,46.689,10,16.0
0,46,0.809,47.689,22,2.0
5,46,5.809,47.689,5,6.0
6,46,6.809,47.689,5,0.0
7,46,7.809,47.689,1,0.0
9,46,9.809,47.689,2,0.0
11,46,11.809,47.689,2,0.0
12,46,12.809,47.689,1,0.0
13,46,13.809,47.689,1,0.0
14,46,14.809,47.689,4,0.0
15,46,15.809,47.689,1,0.0
16,46,16.809,47.689,4,0.0
17,46,17.809,47.689,3,0.0
18,46,18.809,47.689,1,0.0
19,46,19.809,47.689,3,2.0
20,46,20.809,47.689,2,2.0
21,46,21.809,47.689,5,2.0
22,46,22.809,47.689,1,0.0
23,46,23.809,47.689,8,0.0
24,46,24.809,47.689,4,0.0
25,46,25.809,47.689,6,0.0
26,46,26.809,47.689,6,0.0
27,46,27.809,47.689,2,0.0
28,46,28.809,47.689,4,0.0
29,46,29.809,47.689,1,0.0
0,47,0.809,48.689,44,36.0
5,47,5.809,48.689,2,0.0
6,47,6.809,48.689,2,0.0
7,47,7.809,48.689,1,0.0
8,47,8.809,48.689,1,0.0
9,47,9.809,48.689,3,0.0
11,47,11.809,48.689,3,0.0
12,47,12.809,48.689,5,0.0
13,47,13.809,48.689,2,0.0
14,47,14.809,48.689,6,2.0
15,47,15.809,48.689,2,0.0
16,47,16.809,48.689,6,0.0
17,47,17.809,48.689,2,0.0
18,47,18.809,48.689,3,0.0
19,47,19.809,48.689,4,0.0
20,47,20.809,48.689,5,0.0
21,47,21.809,48.689,4,0.0
22,47,22.809,48.689,4,2.0
23,47,23.809,48.689,8,2.0
24,47,24.809,48.689,10,0.0
25,47,25.809,48.689,9,0.0
26,47,26.809,48.689,25,38.0
27,47,27.809,48.689,5,6.0
0,48,0.809,49.689,34,20.0
6,48,6.809,49.689,6,0.0
7,48,7.809,49.689,10,0.0
8,48,8.809,49.689,9,0.0
9,48,9.809,49.689,5,0.0
10,48,10.809,49.689,10,0.0
11,48,11.809,49.689,7,0.0
12,48,12.809,49.689,9,0.0
13,48,13.809,49.689,8,0.0
14,48,14.809,49.689,5,0.0
15,48,15.809,49.689,12,0.0
16,48,16.809,49.689,4,0.0
17,48,17.809,49.689,4,0.0
18,48,18.809,49.689,11,0.0
19,48,19.809,49.689,6,0.0
20,48,20.809,49.689,3,0.0
21,48,21.809,49.689,7,0.0
22,48,22.809,49.689,10,2.0
23,48,23.809,49.689,9,2.0
24,48,24.809,49.689,8,0.0
25,48,25.809,49.689,5,0.0
26,48,26.809,49.689,1,0.0
27,48,27.809,49.689,1,0.0
0,49,0.809,50.689,51,30.0
1,49,1.809,50.689,30,2.0
2,49,2.809,50.689,21,0.0
3,49,3.809,50.689,33,8.0
4,49,4.809,50.689,25,2.0
5,49,5.809,50.689,34,4.0
6,49,6.809,50.689,51,28.0
7,49,7.809,50.689,25,8.0
8,49,8.809,50.689,11,0.0
9,49,9.809,50.689,8,0.0
10,49,10.809,50.689,6,0.0
12,49,12.809,50.689,1,0.0
13,49,13.809,50.689,1,0.0
15,49,15.809,50.689,1,0.0
16,49,16.809,50.689,1,0.0
18,49,18.809,50.689,1,0.0
19,49,19.809,50.689,1,0.0
20,49,20.809,50.689,1,0.0
22,49,22.809,50.689,1,0.0
23,49,23.809,50.689,2,0.0
24,49,24.809,50.689,3,0.0
3,50,3.809,51.689,1,0.0
6,50,6.809,51.689,8,10.0
10,50,10.809,51.689,15,28.0
11,50,11.809,51.689,5,16.0
24,50,24.809,51.689,1,0.0
27,50,27.809,51.689,1,0.0
